,child,parent,units,allocation
0,Manuf_0001,Manuf_0011,1,1.0
1,Manuf_0002,Manuf_0013,1,1.0
2,Manuf_0003,Manuf_0015,1,1.0
3,Manuf_0004,Manuf_0015,1,1.0
4,Manuf_0005,Manuf_0015,1,1.0
5,Manuf_0006,Manuf_0016,1,1.0
6,Manuf_0007,Manuf_0016,1,1.0
7,Manuf_0008,Manuf_0030,1,1.0
8,Manuf_0009,Manuf_0030,1,1.0
9,Manuf_0010,Manuf_0029,1,1.0
10,Manuf_0011,Manuf_0030,1,1.0
11,Manuf_0012,Manuf_0037,1,1.0
12,Manuf_0013,Manuf_0038,1,1.0
13,Manuf_0014,Manuf_0039,1,1.0
14,Manuf_0015,Manuf_0040,1,1.0
15,Manuf_0016,Manuf_0042,1,1.0
16,Manuf_0017,Manuf_0042,1,1.0
17,Manuf_0018,Manuf_0042,1,1.0
18,Manuf_0019,Manuf_0042,1,1.0
19,Manuf_0020,Manuf_0042,1,1.0
20,Manuf_0021,Manuf_0055,1,1.0
21,Manuf_0022,Manuf_0055,1,1.0
22,Manuf_0023,Manuf_0055,1,1.0
23,Manuf_0024,Manuf_0055,1,1.0
24,Manuf_0025,Manuf_0055,1,1.0
25,Manuf_0026,Manuf_0056,1,1.0
26,Manuf_0027,Manuf_0056,1,1.0
27,Manuf_0028,Manuf_0056,1,1.0
28,Manuf_0029,Manuf_0057,1,1.0
29,Manuf_0030,Manuf_0057,1,0.5
30,Manuf_0030,Retail_0002,1,0.5
31,Manuf_0031,Manuf_0058,1,1.0
32,Manuf_0032,Manuf_0058,1,1.0
33,Manuf_0033,Manuf_0058,1,0.5
34,Manuf_0033,Manuf_0061,1,0.5
35,Manuf_0034,Manuf_0058,1,0.5
36,Manuf_0034,Manuf_0061,1,0.5
37,Manuf_0035,Manuf_0058,1,0.5
38,Manuf_0035,Manuf_0061,1,0.5
39,Manuf_0036,Manuf_0058,1,0.5
40,Manuf_0036,Manuf_0061,1,0.5
41,Manuf_0037,Manuf_0058,1,0.5
42,Manuf_0037,Manuf_0061,1,0.5
43,Manuf_0038,Manuf_0058,1,0.5
44,Manuf_0038,Manuf_0061,1,0.5
45,Manuf_0039,Manuf_0058,1,0.5
46,Manuf_0039,Manuf_0061,1,0.5
47,Manuf_0040,Manuf_0058,1,0.5
48,Manuf_0040,Manuf_0061,1,0.5
49,Manuf_0041,Manuf_0058,1,0.5
50,Manuf_0041,Manuf_0061,1,0.5
51,Manuf_0042,Manuf_0058,1,0.5
52,Manuf_0042,Manuf_0061,1,0.5
53,Manuf_0043,Manuf_0060,1,1.0
54,Manuf_0044,Manuf_0060,1,1.0
55,Manuf_0045,Manuf_0060,1,1.0
56,Manuf_0046,Manuf_0061,1,1.0
57,Manuf_0047,Manuf_0061,1,1.0
58,Manuf_0048,Manuf_0061,1,1.0
59,Manuf_0049,Manuf_0062,1,1.0
60,Manuf_0050,Manuf_0063,1,1.0
61,Manuf_0051,Manuf_0063,1,1.0
62,Manuf_0052,Manuf_0064,1,1.0
63,Manuf_0053,Manuf_0065,1,1.0
64,Manuf_0054,Manuf_0065,1,1.0
65,Manuf_0055,Retail_0001,1,1.0
66,Manuf_0056,Retail_0001,1,1.0
67,Manuf_0057,Retail_0001,1,1.0
68,Manuf_0058,Retail_0001,1,1.0
69,Manuf_0059,Retail_0002,1,1.0
70,Manuf_0060,Retail_0002,1,1.0
71,Manuf_0061,Retail_0002,1,1.0
72,Manuf_0062,Retail_0002,1,1.0
73,Manuf_0063,Retail_0002,1,1.0
74,Manuf_0064,Retail_0002,1,1.0
75,Manuf_0065,Retail_0002,1,1.0
76,Part_0001,Manuf_0001,1,1.0
77,Part_0002,Manuf_0001,1,1.0
78,Part_0003,Manuf_0002,1,1.0
79,Part_0004,Manuf_0003,1,1.0
80,Part_0005,Manuf_0003,1,1.0
81,Part_0006,Manuf_0004,1,1.0
82,Part_0007,Manuf_0004,1,1.0
83,Part_0008,Manuf_0005,1,1.0
84,Part_0009,Manuf_0005,1,1.0
85,Part_0010,Manuf_0006,1,0.5
86,Part_0010,Manuf_0007,1,0.5
87,Part_0011,Manuf_0008,1,1.0
88,Part_0012,Manuf_0009,1,1.0
89,Part_0013,Manuf_0010,1,1.0
90,Part_0014,Manuf_0011,1,1.0
91,Part_0015,Manuf_0012,1,1.0
92,Part_0016,Manuf_0012,1,1.0
93,Part_0017,Manuf_0012,1,1.0
94,Part_0018,Manuf_0013,1,1.0
95,Part_0019,Manuf_0014,1,1.0
96,Part_0020,Manuf_0015,1,1.0
97,Part_0021,Manuf_0015,1,1.0
98,Part_0022,Manuf_0015,1,1.0
99,Part_0023,Manuf_0016,1,1.0
100,Part_0024,Manuf_0017,1,1.0
101,Part_0025,Manuf_0018,1,1.0
102,Part_0026,Manuf_0019,1,1.0
103,Part_0027,Manuf_0020,1,1.0
104,Part_0028,Manuf_0021,1,1.0
105,Part_0029,Manuf_0022,1,1.0
106,Part_0030,Manuf_0023,1,1.0
107,Part_0031,Manuf_0022,1,0.25
108,Part_0031,Manuf_0023,1,0.25
109,Part_0031,Manuf_0024,1,0.25
110,Part_0031,Manuf_0025,1,0.25
111,Part_0032,Manuf_0024,1,0.5
112,Part_0032,Manuf_0025,1,0.5
113,Part_0033,Manuf_0024,1,0.5
114,Part_0033,Manuf_0025,1,0.5
115,Part_0034,Manuf_0025,1,1.0
116,Part_0035,Manuf_0025,1,1.0
117,Part_0036,Manuf_0026,1,1.0
118,Part_0037,Manuf_0027,1,1.0
119,Part_0038,Manuf_0028,1,0.5
120,Part_0038,Manuf_0043,1,0.5
121,Part_0039,Manuf_0030,1,1.0
122,Part_0040,Manuf_0030,1,1.0
123,Part_0041,Manuf_0030,1,1.0
124,Part_0042,Manuf_0030,1,1.0
125,Part_0043,Manuf_0030,1,1.0
126,Part_0044,Manuf_0030,1,1.0
127,Part_0045,Manuf_0029,1,1.0
128,Part_0046,Manuf_0029,1,0.5
129,Part_0046,Manuf_0062,1,0.5
130,Part_0047,Manuf_0029,1,0.5
131,Part_0047,Manuf_0062,1,0.5
132,Part_0048,Manuf_0029,1,0.5
133,Part_0048,Manuf_0062,1,0.5
134,Part_0049,Manuf_0029,1,0.5
135,Part_0049,Manuf_0062,1,0.5
136,Part_0050,Manuf_0029,1,0.5
137,Part_0050,Manuf_0062,1,0.5
138,Part_0051,Manuf_0029,1,0.5
139,Part_0051,Manuf_0062,1,0.5
140,Part_0052,Manuf_0029,1,0.5
141,Part_0052,Manuf_0062,1,0.5
142,Part_0053,Manuf_0029,1,0.5
143,Part_0053,Manuf_0062,1,0.5
144,Part_0054,Manuf_0029,1,0.5
145,Part_0054,Manuf_0062,1,0.5
146,Part_0055,Manuf_0029,1,0.5
147,Part_0055,Manuf_0062,1,0.5
148,Part_0056,Manuf_0029,1,0.3333333333333333
149,Part_0056,Manuf_0050,1,0.3333333333333333
150,Part_0056,Manuf_0062,1,0.3333333333333333
151,Part_0057,Manuf_0029,1,0.5
152,Part_0057,Manuf_0062,1,0.5
153,Part_0058,Manuf_0031,1,1.0
154,Part_0059,Manuf_0031,1,1.0
155,Part_0060,Manuf_0031,1,1.0
156,Part_0061,Manuf_0032,1,1.0
157,Part_0062,Manuf_0032,1,0.5
158,Part_0062,Manuf_0046,1,0.5
159,Part_0063,Manuf_0033,1,1.0
160,Part_0064,Manuf_0034,1,1.0
161,Part_0065,Manuf_0034,1,1.0
162,Part_0066,Manuf_0035,1,1.0
163,Part_0067,Manuf_0036,1,1.0
164,Part_0068,Manuf_0037,1,1.0
165,Part_0069,Manuf_0037,1,1.0
166,Part_0070,Manuf_0037,1,1.0
167,Part_0071,Manuf_0037,1,1.0
168,Part_0072,Manuf_0038,1,1.0
169,Part_0073,Manuf_0039,1,1.0
170,Part_0074,Manuf_0039,1,1.0
171,Part_0075,Manuf_0039,1,1.0
172,Part_0076,Manuf_0040,1,1.0
173,Part_0077,Manuf_0041,1,1.0
174,Part_0078,Manuf_0042,1,1.0
175,Part_0079,Manuf_0042,1,1.0
176,Part_0080,Manuf_0044,1,1.0
177,Part_0081,Manuf_0045,1,1.0
178,Part_0082,Manuf_0046,1,1.0
179,Part_0083,Manuf_0047,1,1.0
180,Part_0084,Manuf_0048,1,1.0
181,Part_0085,Manuf_0048,1,1.0
182,Part_0086,Manuf_0049,1,1.0
183,Part_0087,Manuf_0050,1,1.0
184,Part_0088,Manuf_0050,1,1.0
185,Part_0089,Manuf_0050,1,1.0
186,Part_0090,Manuf_0050,1,1.0
187,Part_0091,Manuf_0050,1,1.0
188,Part_0092,Manuf_0051,1,1.0
189,Part_0093,Manuf_0051,1,1.0
190,Part_0094,Manuf_0052,1,1.0
191,Part_0095,Manuf_0053,1,1.0
192,Part_0096,Manuf_0054,1,1.0
193,Part_0097,Manuf_0055,1,1.0
194,Part_0098,Manuf_0055,1,1.0
195,Part_0099,Manuf_0055,1,1.0
196,Part_0100,Manuf_0055,1,1.0
197,Part_0101,Manuf_0055,1,1.0
198,Part_0102,Manuf_0055,1,1.0
199,Part_0103,Manuf_0055,1,1.0
200,Part_0104,Manuf_0055,1,1.0
201,Part_0105,Manuf_0055,1,1.0
202,Part_0106,Manuf_0055,1,1.0
203,Part_0107,Manuf_0055,1,1.0
204,Part_0108,Manuf_0055,1,1.0
205,Part_0109,Manuf_0055,1,1.0
206,Part_0110,Manuf_0055,1,1.0
207,Part_0111,Manuf_0055,1,1.0
208,Part_0112,Manuf_0055,1,1.0
209,Part_0113,Manuf_0055,1,1.0
210,Part_0114,Manuf_0055,1,1.0
211,Part_0115,Manuf_0055,1,1.0
212,Part_0116,Manuf_0055,1,1.0
213,Part_0117,Manuf_0055,1,1.0
214,Part_0118,Manuf_0055,1,1.0
215,Part_0119,Manuf_0055,1,1.0
216,Part_0120,Manuf_0055,1,1.0
217,Part_0121,Manuf_0055,1,1.0
218,Part_0122,Manuf_0055,1,1.0
219,Part_0123,Manuf_0055,1,1.0
220,Part_0124,Manuf_0055,1,1.0
221,Part_0125,Manuf_0055,1,1.0
222,Part_0126,Manuf_0055,1,1.0
223,Part_0127,Manuf_0055,1,0.5
224,Part_0127,Manuf_0059,1,0.5
225,Part_0128,Manuf_0055,1,0.5
226,Part_0128,Manuf_0059,1,0.5
227,Part_0129,Manuf_0055,1,0.5
228,Part_0129,Manuf_0059,1,0.5
229,Part_0130,Manuf_0055,1,0.5
230,Part_0130,Manuf_0059,1,0.5
231,Part_0131,Manuf_0056,1,1.0
232,Part_0132,Manuf_0056,1,1.0
233,Part_0133,Manuf_0056,1,1.0
234,Part_0134,Manuf_0056,1,1.0
235,Part_0135,Manuf_0056,1,1.0
236,Part_0136,Manuf_0056,1,1.0
237,Part_0137,Manuf_0056,1,0.5
238,Part_0137,Manuf_0060,1,0.5
239,Part_0138,Manuf_0056,1,0.5
240,Part_0138,Manuf_0060,1,0.5
241,Part_0139,Manuf_0056,1,0.5
242,Part_0139,Manuf_0060,1,0.5
243,Part_0140,Manuf_0056,1,0.5
244,Part_0140,Manuf_0060,1,0.5
245,Part_0141,Manuf_0056,1,0.5
246,Part_0141,Manuf_0060,1,0.5
247,Part_0142,Manuf_0056,1,0.5
248,Part_0142,Manuf_0060,1,0.5
249,Part_0143,Manuf_0056,1,0.5
250,Part_0143,Manuf_0060,1,0.5
251,Part_0144,Manuf_0056,1,0.5
252,Part_0144,Manuf_0060,1,0.5
253,Part_0145,Manuf_0056,1,0.5
254,Part_0145,Manuf_0060,1,0.5
255,Part_0146,Manuf_0056,1,0.5
256,Part_0146,Manuf_0060,1,0.5
257,Part_0147,Manuf_0056,1,0.5
258,Part_0147,Manuf_0060,1,0.5
259,Part_0148,Manuf_0056,1,0.5
260,Part_0148,Manuf_0060,1,0.5
261,Part_0149,Manuf_0056,1,0.5
262,Part_0149,Manuf_0060,1,0.5
263,Part_0150,Manuf_0056,1,0.5
264,Part_0150,Manuf_0060,1,0.5
265,Part_0151,Manuf_0057,1,1.0
266,Part_0152,Manuf_0057,1,1.0
267,Part_0153,Manuf_0057,1,0.5
268,Part_0153,Retail_0002,1,0.5
269,Part_0154,Manuf_0057,1,0.5
270,Part_0154,Retail_0002,1,0.5
271,Part_0155,Manuf_0057,1,0.5
272,Part_0155,Retail_0002,1,0.5
273,Part_0156,Manuf_0058,1,1.0
274,Part_0157,Manuf_0058,1,1.0
275,Part_0158,Manuf_0058,1,1.0
276,Part_0159,Manuf_0058,1,1.0
277,Part_0160,Manuf_0058,1,1.0
278,Part_0161,Manuf_0058,1,1.0
279,Part_0162,Manuf_0058,1,1.0
280,Part_0163,Manuf_0058,1,1.0
281,Part_0164,Manuf_0058,1,1.0
282,Part_0165,Manuf_0058,1,1.0
283,Part_0166,Manuf_0058,1,1.0
284,Part_0167,Manuf_0058,1,1.0
285,Part_0168,Manuf_0058,1,1.0
286,Part_0169,Manuf_0058,1,1.0
287,Part_0170,Manuf_0058,1,1.0
288,Part_0171,Manuf_0058,1,1.0
289,Part_0172,Manuf_0058,1,1.0
290,Part_0173,Manuf_0058,1,1.0
291,Part_0174,Manuf_0058,1,1.0
292,Part_0175,Manuf_0055,1,0.25
293,Part_0175,Manuf_0058,1,0.25
294,Part_0175,Manuf_0059,1,0.25
295,Part_0175,Manuf_0061,1,0.25
296,Part_0176,Manuf_0058,1,0.5
297,Part_0176,Manuf_0061,1,0.5
298,Part_0177,Manuf_0058,1,0.5
299,Part_0177,Manuf_0061,1,0.5
300,Part_0178,Manuf_0058,1,0.5
301,Part_0178,Manuf_0061,1,0.5
302,Part_0179,Manuf_0058,1,0.5
303,Part_0179,Manuf_0061,1,0.5
304,Part_0180,Manuf_0058,1,0.5
305,Part_0180,Manuf_0061,1,0.5
306,Part_0181,Manuf_0058,1,0.5
307,Part_0181,Manuf_0061,1,0.5
308,Part_0182,Manuf_0058,1,0.5
309,Part_0182,Manuf_0061,1,0.5
310,Part_0183,Manuf_0058,1,0.5
311,Part_0183,Manuf_0061,1,0.5
312,Part_0184,Manuf_0058,1,0.5
313,Part_0184,Manuf_0061,1,0.5
314,Part_0185,Manuf_0058,1,0.5
315,Part_0185,Manuf_0061,1,0.5
316,Part_0186,Manuf_0058,1,0.5
317,Part_0186,Manuf_0061,1,0.5
318,Part_0187,Manuf_0058,1,0.5
319,Part_0187,Manuf_0061,1,0.5
320,Part_0188,Manuf_0058,1,0.5
321,Part_0188,Manuf_0061,1,0.5
322,Part_0189,Manuf_0058,1,0.5
323,Part_0189,Manuf_0061,1,0.5
324,Part_0190,Manuf_0058,1,0.5
325,Part_0190,Manuf_0061,1,0.5
326,Part_0191,Manuf_0058,1,0.5
327,Part_0191,Manuf_0061,1,0.5
328,Part_0192,Manuf_0058,1,0.5
329,Part_0192,Manuf_0061,1,0.5
330,Part_0193,Manuf_0058,1,0.5
331,Part_0193,Manuf_0061,1,0.5
332,Part_0194,Manuf_0058,1,0.5
333,Part_0194,Manuf_0061,1,0.5
334,Part_0195,Manuf_0058,1,0.5
335,Part_0195,Manuf_0061,1,0.5
336,Part_0196,Manuf_0058,1,0.5
337,Part_0196,Manuf_0061,1,0.5
338,Part_0197,Manuf_0058,1,0.5
339,Part_0197,Manuf_0061,1,0.5
340,Part_0198,Manuf_0058,1,0.5
341,Part_0198,Manuf_0061,1,0.5
342,Part_0199,Manuf_0058,1,0.5
343,Part_0199,Manuf_0061,1,0.5
344,Part_0200,Manuf_0058,1,0.5
345,Part_0200,Manuf_0061,1,0.5
346,Part_0201,Manuf_0058,1,0.5
347,Part_0201,Manuf_0061,1,0.5
348,Part_0202,Manuf_0058,1,0.5
349,Part_0202,Manuf_0061,1,0.5
350,Part_0203,Manuf_0058,1,0.5
351,Part_0203,Manuf_0061,1,0.5
352,Part_0204,Manuf_0058,1,0.5
353,Part_0204,Manuf_0061,1,0.5
354,Part_0205,Manuf_0058,1,0.5
355,Part_0205,Manuf_0061,1,0.5
356,Part_0206,Manuf_0058,1,0.5
357,Part_0206,Manuf_0061,1,0.5
358,Part_0207,Manuf_0058,1,0.5
359,Part_0207,Manuf_0061,1,0.5
360,Part_0208,Manuf_0058,1,0.5
361,Part_0208,Manuf_0061,1,0.5
362,Part_0209,Manuf_0058,1,0.5
363,Part_0209,Manuf_0061,1,0.5
364,Part_0210,Manuf_0058,1,0.5
365,Part_0210,Manuf_0061,1,0.5
366,Part_0211,Manuf_0058,1,0.5
367,Part_0211,Manuf_0061,1,0.5
368,Part_0212,Manuf_0058,1,0.5
369,Part_0212,Manuf_0061,1,0.5
370,Part_0213,Manuf_0058,1,0.5
371,Part_0213,Manuf_0061,1,0.5
372,Part_0214,Manuf_0058,1,0.5
373,Part_0214,Manuf_0061,1,0.5
374,Part_0215,Manuf_0058,1,0.5
375,Part_0215,Manuf_0061,1,0.5
376,Part_0216,Manuf_0058,1,0.5
377,Part_0216,Manuf_0061,1,0.5
378,Part_0217,Manuf_0058,1,0.5
379,Part_0217,Manuf_0061,1,0.5
380,Part_0218,Manuf_0058,1,0.5
381,Part_0218,Manuf_0061,1,0.5
382,Part_0219,Manuf_0058,1,0.5
383,Part_0219,Manuf_0061,1,0.5
384,Part_0220,Manuf_0058,1,0.5
385,Part_0220,Manuf_0061,1,0.5
386,Part_0221,Manuf_0058,1,0.5
387,Part_0221,Manuf_0061,1,0.5
388,Part_0222,Manuf_0058,1,0.5
389,Part_0222,Manuf_0061,1,0.5
390,Part_0223,Manuf_0058,1,0.5
391,Part_0223,Manuf_0061,1,0.5
392,Part_0224,Manuf_0058,1,0.5
393,Part_0224,Manuf_0061,1,0.5
394,Part_0225,Manuf_0058,1,0.5
395,Part_0225,Manuf_0061,1,0.5
396,Part_0226,Manuf_0058,1,0.5
397,Part_0226,Manuf_0061,1,0.5
398,Part_0227,Manuf_0058,1,0.5
399,Part_0227,Manuf_0061,1,0.5
400,Part_0228,Manuf_0058,1,0.5
401,Part_0228,Manuf_0061,1,0.5
402,Part_0229,Manuf_0058,1,0.5
403,Part_0229,Manuf_0061,1,0.5
404,Part_0230,Manuf_0058,1,0.5
405,Part_0230,Manuf_0061,1,0.5
406,Part_0231,Manuf_0058,1,0.5
407,Part_0231,Manuf_0061,1,0.5
408,Part_0232,Manuf_0058,1,0.5
409,Part_0232,Manuf_0061,1,0.5
410,Part_0233,Manuf_0058,1,0.5
411,Part_0233,Manuf_0061,1,0.5
412,Part_0234,Manuf_0058,1,0.5
413,Part_0234,Manuf_0061,1,0.5
414,Part_0235,Manuf_0058,1,0.5
415,Part_0235,Manuf_0061,1,0.5
416,Part_0236,Manuf_0058,1,0.5
417,Part_0236,Manuf_0061,1,0.5
418,Part_0237,Manuf_0059,1,1.0
419,Part_0238,Manuf_0059,1,1.0
420,Part_0239,Manuf_0059,1,1.0
421,Part_0240,Manuf_0059,1,1.0
422,Part_0241,Manuf_0059,1,1.0
423,Part_0242,Manuf_0059,1,1.0
424,Part_0243,Manuf_0059,1,1.0
425,Part_0244,Manuf_0059,1,1.0
426,Part_0245,Manuf_0059,1,1.0
427,Part_0246,Manuf_0059,1,1.0
428,Part_0247,Manuf_0059,1,1.0
429,Part_0248,Manuf_0059,1,1.0
430,Part_0249,Manuf_0059,1,1.0
431,Part_0250,Manuf_0059,1,1.0
432,Part_0251,Manuf_0059,1,1.0
433,Part_0252,Manuf_0059,1,1.0
434,Part_0253,Manuf_0059,1,1.0
435,Part_0254,Manuf_0059,1,1.0
436,Part_0255,Manuf_0059,1,1.0
437,Part_0256,Manuf_0059,1,1.0
438,Part_0257,Manuf_0059,1,1.0
439,Part_0258,Manuf_0059,1,1.0
440,Part_0259,Manuf_0059,1,1.0
441,Part_0260,Manuf_0059,1,1.0
442,Part_0261,Manuf_0059,1,1.0
443,Part_0262,Manuf_0059,1,1.0
444,Part_0263,Manuf_0059,1,1.0
445,Part_0264,Manuf_0059,1,1.0
446,Part_0265,Manuf_0059,1,1.0
447,Part_0266,Manuf_0059,1,1.0
448,Part_0267,Manuf_0059,1,1.0
449,Part_0268,Manuf_0059,1,1.0
450,Part_0269,Manuf_0059,1,1.0
451,Part_0270,Manuf_0060,1,1.0
452,Part_0271,Manuf_0060,1,1.0
453,Part_0272,Manuf_0060,1,1.0
454,Part_0273,Manuf_0060,1,1.0
455,Part_0274,Manuf_0060,1,1.0
456,Part_0275,Manuf_0060,1,1.0
457,Part_0276,Manuf_0060,1,1.0
458,Part_0277,Manuf_0060,1,1.0
459,Part_0278,Manuf_0060,1,1.0
460,Part_0279,Manuf_0058,1,0.5
461,Part_0279,Manuf_0061,1,0.5
462,Part_0280,Manuf_0060,1,1.0
463,Part_0281,Manuf_0061,1,1.0
464,Part_0282,Manuf_0061,1,1.0
465,Part_0283,Manuf_0061,1,1.0
466,Part_0284,Manuf_0061,1,1.0
467,Part_0285,Manuf_0061,1,1.0
468,Part_0286,Manuf_0061,1,1.0
469,Part_0287,Manuf_0061,1,1.0
470,Part_0288,Manuf_0061,1,1.0
471,Part_0289,Manuf_0061,1,1.0
472,Part_0290,Manuf_0061,1,1.0
473,Part_0291,Manuf_0061,1,1.0
474,Part_0292,Manuf_0061,1,1.0
475,Part_0293,Manuf_0061,1,1.0
476,Part_0294,Manuf_0061,1,1.0
477,Part_0295,Manuf_0061,1,1.0
478,Part_0296,Manuf_0061,1,1.0
479,Part_0297,Manuf_0061,1,1.0
480,Part_0298,Manuf_0061,1,1.0
481,Part_0299,Manuf_0061,1,1.0
482,Part_0300,Manuf_0062,1,1.0
483,Part_0301,Manuf_0062,1,1.0
484,Part_0302,Manuf_0062,1,1.0
485,Part_0303,Manuf_0063,1,1.0
486,Part_0304,Manuf_0063,1,1.0
487,Part_0305,Manuf_0063,1,1.0
488,Part_0306,Manuf_0063,1,1.0
489,Part_0307,Manuf_0063,1,1.0
490,Part_0308,Manuf_0063,1,1.0
491,Part_0309,Manuf_0063,1,1.0
492,Part_0310,Manuf_0063,1,1.0
493,Part_0311,Manuf_0063,1,1.0
494,Part_0312,Manuf_0063,1,1.0
495,Part_0313,Manuf_0063,1,1.0
496,Part_0314,Manuf_0063,1,1.0
497,Part_0315,Manuf_0063,1,1.0
498,Part_0316,Manuf_0063,1,1.0
499,Part_0317,Manuf_0063,1,1.0
500,Part_0318,Manuf_0063,1,1.0
501,Part_0319,Manuf_0063,1,1.0
502,Part_0320,Manuf_0064,1,1.0
503,Part_0321,Manuf_0064,1,1.0
504,Part_0322,Manuf_0064,1,1.0
505,Part_0323,Manuf_0064,1,1.0
506,Part_0324,Manuf_0064,1,1.0
507,Part_0325,Manuf_0065,1,1.0
508,Part_0326,Retail_0001,1,1.0
509,Part_0327,Retail_0001,1,1.0
510,Part_0328,Retail_0001,1,1.0
511,Part_0329,Retail_0001,1,1.0
