,name,net_replenishment_time,max_guaranteed_LT,processing_time,replenishment_LT,guaranteed_LT,z,average_demand,sigma,h,b,capacity,x,y
0,Dist_0001,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,2.13,0.54,2083.7200000000003,18120.0,21.299999999999997,704,27468
1,Dist_0002,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,1.63,0.21,2154.88,18738.8,16.299999999999997,704,27510
2,Dist_0003,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,1.69,0.17,1772.7200000000003,15415.5,16.9,704,27552
3,Dist_0004,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,1.69,0.19,2143.8599999999997,18642.9,16.9,704,27594
4,Dist_0005,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,1.63,0.18,2547.01,22148.7,16.299999999999997,704,27636
5,Dist_0006,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,1.6,0.23,2585.38,22482.4,16.0,704,27678
6,Dist_0007,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,1.5,0.16,2209.0699999999997,19210.0,15.0,704,27720
7,Dist_0008,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,1.5,0.15,2333.2600000000007,20290.0,15.0,704,27762
8,Dist_0009,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,1.82,0.16,2495.0800000000004,21697.1,18.2,704,27804
9,Dist_0010,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,1.65,0.09,2589.62,22519.3,16.5,704,27846
10,Dist_0011,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,1.98,0.32,2045.64,17788.8,19.8,704,27888
11,Dist_0012,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,1.91,0.33,2317.0900000000006,20149.3,19.099999999999998,704,27930
12,Dist_0013,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,1.56,0.29,2077.08,18062.2,15.600000000000001,704,27972
13,Dist_0014,0.0,0.0,15.2,0.0,0.0,1.6448536269514722,1.79,0.18,2285.350000000001,19873.3,17.9,704,28014
