,name,net_replenishment_time,max_guaranteed_LT,processing_time,replenishment_LT,guaranteed_LT,z,average_demand,sigma,h,b,capacity,x,y
0,Dist_0001,0.0,2.0,3.0,0.0,0.0,1.6448536269514722,125.0,187.5,22.48,195.5,1250.0,736,32
1,Dist_0002,0.0,2.0,3.0,0.0,0.0,1.6448536269514722,135.0,155.25,22.599999999999998,196.5,1350.0,736,96
2,Dist_0003,0.0,2.0,4.29,0.0,0.0,1.6448536269514722,63.0,86.94,22.33,194.2,630.0,736,160
3,Dist_0004,0.0,2.0,4.31,0.0,0.0,1.6448536269514722,61.0,124.44,22.61,196.6,610.0,736,224
4,Dist_0005,0.0,2.0,3.0,0.0,0.0,1.6448536269514722,599.0,766.72,23.16,201.4,5990.0,736,288
5,Dist_0006,0.0,2.0,4.0,0.0,0.0,1.6448536269514722,1017.0,1657.71,23.13,201.1,10170.0,736,352
6,Dist_0007,0.0,2.0,5.88,0.0,0.0,1.6448536269514722,429.0,592.02,22.93,199.4,4290.0,736,416
7,Dist_0008,0.0,2.0,2.0,0.0,0.0,1.6448536269514722,476.0,856.8,23.04,200.4,4760.0,736,480
8,Dist_0009,0.0,2.0,4.59,0.0,0.0,1.6448536269514722,291.0,558.72,22.82,198.4,2910.0,736,544
9,Dist_0010,0.0,2.0,3.0,0.0,0.0,1.6448536269514722,554.0,1002.74,23.03,200.3,5540.0,736,608
10,Dist_0011,0.0,2.0,5.16,0.0,0.0,1.6448536269514722,410.0,500.2,23.05,200.4,4100.0,736,672
11,Dist_0012,0.0,2.0,2.0,0.0,0.0,1.6448536269514722,775.0,1123.75,23.07,200.6,7750.0,736,736
12,Dist_0013,0.0,2.0,4.0,0.0,0.0,1.6448536269514722,271.0,441.73,22.82,198.4,2710.0,736,800
13,Dist_0014,0.0,2.0,3.0,0.0,0.0,1.6448536269514722,868.0,1562.4,22.97,199.7,8680.0,736,864
14,Dist_0015,0.0,2.0,3.0,0.0,0.0,1.6448536269514722,710.0,1668.5,23.11,201.0,7100.0,736,928
15,Dist_0016,0.0,2.0,3.57,0.0,0.0,1.6448536269514722,215.0,574.05,22.61,196.6,2150.0,736,992
16,Dist_0017,0.0,2.0,2.0,0.0,0.0,1.6448536269514722,728.0,2038.4,22.69,197.3,7280.0,736,1056
17,Dist_0018,0.0,2.0,4.0,0.0,0.0,1.6448536269514722,484.0,1108.36,22.57,196.3,4840.0,736,1120
18,Dist_0019,0.0,2.0,2.0,0.0,0.0,1.6448536269514722,535.0,1278.65,22.46,195.3,5350.0,736,1184
19,Dist_0020,0.0,2.0,4.54,0.0,0.0,1.6448536269514722,349.0,471.15,22.53,195.9,3490.0,736,1248
20,Dist_0021,0.0,2.0,4.51,0.0,0.0,1.6448536269514722,355.0,635.45,22.6,196.5,3550.0,736,1312
21,Dist_0022,0.0,2.0,3.0,0.0,0.0,1.6448536269514722,870.0,1618.2,22.59,196.4,8700.0,736,1376
22,Dist_0023,0.0,2.0,3.0,0.0,0.0,1.6448536269514722,463.0,504.67,22.64,196.9,4630.0,736,1440
23,Dist_0024,0.0,2.0,3.0,0.0,0.0,1.6448536269514722,325.0,419.25,22.65,197.0,3250.0,736,1504
