zip,name1,name2,name3,latitude,longitude
600000,北海道,札幌市中央区,以下に掲載がない場合,43.05545939,141.34095527
640941,北海道,札幌市中央区,旭ケ丘,43.03917447,141.32068924
600041,北海道,札幌市中央区,大通東,43.06345246,141.36889672
600042,北海道,札幌市中央区,大通西（１～１９丁目）,43.05907292,141.34208225
640820,北海道,札幌市中央区,大通西（２０～２８丁目）,43.05651459,141.32030309
600031,北海道,札幌市中央区,北一条東,43.06583320000001,141.37221132
600001,北海道,札幌市中央区,北一条西（１～１９丁目）,43.06092269,141.34161717
640821,北海道,札幌市中央区,北一条西（２０～２８丁目）,43.057998299999994,141.31996601
600032,北海道,札幌市中央区,北二条東,43.06664222,141.37283123
600002,北海道,札幌市中央区,北二条西（１～１９丁目）,43.06237471,141.34123790
640822,北海道,札幌市中央区,北二条西（２０～２８丁目）,43.05948201,141.31962903
600033,北海道,札幌市中央区,北三条東,43.06699905,141.36835266
600003,北海道,札幌市中央区,北三条西（１～１９丁目）,43.06356846,141.34093395
640823,北海道,札幌市中央区,北三条西（２０～３０丁目）,43.06037404,141.31787911
600034,北海道,札幌市中央区,北四条東（１～８丁目）,43.06733272,141.36211813
600004,北海道,札幌市中央区,北四条西（１～１９丁目）,43.06476221,141.34064890
640824,北海道,札幌市中央区,北四条西（２０～３０丁目）,43.06166279999999,141.31827009
600035,北海道,札幌市中央区,北五条東,43.06798161,141.35775234
600005,北海道,札幌市中央区,北五条西（１～２４丁目）,43.06546108,141.33697024
640825,北海道,札幌市中央区,北五条西（２５～２９丁目）,43.06243869,141.31487032
600006,北海道,札幌市中央区,北六条西（１０～２５丁目）,43.06529665,141.32858590
640826,北海道,札幌市中央区,北六条西（２６～２８丁目）,43.06348935,141.31440609
600007,北海道,札幌市中央区,北七条西,43.06632755,141.32672407
600008,北海道,札幌市中央区,北八条西,43.06751428,141.32601684
600009,北海道,札幌市中央区,北九条西,43.06863613,141.32564868
600010,北海道,札幌市中央区,北十条西,43.06989505,141.32484976
600011,北海道,札幌市中央区,北十一条西,43.0718761,141.33398206
600012,北海道,札幌市中央区,北十二条西,43.07282296,141.32852132
600013,北海道,札幌市中央区,北十三条西,43.07357865,141.32802931
600014,北海道,札幌市中央区,北十四条西,43.07500173,141.33153096
600015,北海道,札幌市中央区,北十五条西,43.07684039,141.33079810
600016,北海道,札幌市中央区,北十六条西,43.07760809,141.32575845
600017,北海道,札幌市中央区,北十七条西,43.07896922,141.33029692
600018,北海道,札幌市中央区,北十八条西,43.08045403,141.33005295
