,name,net_replenishment_time,max_guaranteed_LT,processing_time,replenishment_LT,guaranteed_LT,z,average_demand,sigma,h,b,capacity,x,y
0,Dist_0001,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,250.0,359.27,56.43,490.7,2500.0,1776,288
1,Dist_0002,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,70.0,45.95,52.28999999999999,454.7,700.0,1776,720
2,Dist_0003,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,87.0,107.68,50.81999999999999,441.9,870.0,1776,960
3,Dist_0004,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,50.0,41.05,45.809999999999995,398.4,500.0,1792,1984
4,Dist_0005,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,300.0,269.16,51.3,446.1,3000.0,1776,2320
5,Dist_0006,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,150.0,91.91,66.69000000000001,579.9,1500.0,1792,2560
6,Dist_0007,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,180.0,157.99,75.06000000000002,652.7,1800.0,1776,3216
7,Dist_0008,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,176.0,123.52,52.6,457.4,1760.0,1792,3776
8,Dist_0009,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,140.0,201.65,65.52000000000001,569.8,1400.0,1776,6816
9,Dist_0010,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,165.0,212.4,124.68999999999998,1084.3,1650.0,1792,7488
10,Dist_0011,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,150.0,218.8,89.49000000000001,778.2,1500.0,1792,8192
11,Dist_0012,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,240.0,128.06,111.3700000000001,968.5,2400.0,1760,9888
12,Manuf_0001,0.0,0.0,15.0,0.0,0.0,1.6448536269514722,250.0,359.27,18.0,156.5,2500.0,320,32
13,Manuf_0002,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,250.0,359.27,16.05,139.6,2500.0,320,64
14,Manuf_0003,0.0,0.0,5.0,0.0,0.0,1.6448536269514722,150.0,91.91,13.540000000000001,117.7,1500.0,320,5472
15,Manuf_0004,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,345.0,264.71607450247524,14.739999999999998,128.2,3450.0,320,6272
16,Manuf_0005,0.0,0.0,15.0,0.0,0.0,1.6448536269514722,305.0,292.87622385574423,18.46,160.5,3050.0,320,7616
17,Manuf_0006,0.0,0.0,15.0,0.0,0.0,1.6448536269514722,305.0,292.87622385574423,13.69,119.0,3050.0,320,7648
18,Manuf_0007,0.0,0.0,5.0,0.0,0.0,1.6448536269514722,165.0,212.4,13.31,115.7,1650.0,320,8192
19,Manuf_0008,0.0,0.0,5.0,0.0,0.0,1.6448536269514722,165.0,212.4,18.72,162.8,1650.0,320,8224
20,Manuf_0009,0.0,0.0,5.0,0.0,0.0,1.6448536269514722,390.0,253.52081492453436,18.46,160.5,3900.0,320,8768
21,Manuf_0010,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,390.0,253.52081492453436,13.52,117.6,3900.0,320,8864
22,Manuf_0011,0.0,0.0,5.0,0.0,0.0,1.6448536269514722,165.0,212.4,16.72,145.4,1650.0,320,9184
23,Manuf_0012,0.0,0.0,5.0,0.0,0.0,1.6448536269514722,240.0,128.06,12.96,112.7,2400.0,320,10112
24,Manuf_0013,0.0,0.0,15.0,0.0,0.0,1.6448536269514722,240.0,128.06,15.1,131.3,2400.0,320,10144
25,Manuf_0014,0.0,0.0,20.0,0.0,0.0,1.6448536269514722,250.0,359.27,38.38,333.8,2500.0,1552,480
26,Manuf_0015,0.0,0.0,15.0,0.0,0.0,1.6448536269514722,250.0,359.27,10.490000000000002,91.2,2500.0,1552,544
27,Manuf_0016,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,70.0,45.95,3.6,31.3,700.0,1552,800
28,Manuf_0017,0.0,0.0,15.0,0.0,0.0,1.6448536269514722,70.0,45.95,39.669999999999995,345.0,700.0,1552,864
29,Manuf_0018,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,87.0,107.68,4.58,39.8,870.0,1552,928
30,Manuf_0019,0.0,0.0,25.0,0.0,0.0,1.6448536269514722,87.0,107.68,37.22,323.7,870.0,1552,992
31,Manuf_0020,0.0,0.0,20.0,0.0,0.0,1.6448536269514722,50.0,41.05,4.569999999999999,39.7,500.0,1552,2144
32,Manuf_0021,0.0,0.0,25.0,0.0,0.0,1.6448536269514722,50.0,41.05,29.94,260.4,500.0,1552,2208
33,Manuf_0022,0.0,0.0,15.0,0.0,0.0,1.6448536269514722,300.0,269.16,5.0200000000000005,43.7,3000.0,1552,2272
34,Manuf_0023,0.0,0.0,15.0,0.0,0.0,1.6448536269514722,300.0,269.16,37.809999999999995,328.8,3000.0,1552,2336
35,Manuf_0024,0.0,0.0,25.0,0.0,0.0,1.6448536269514722,150.0,91.91,4.96,43.1,1500.0,1552,2656
36,Manuf_0025,0.0,0.0,25.0,0.0,0.0,1.6448536269514722,150.0,91.91,49.56000000000002,431.0,1500.0,1552,2720
37,Manuf_0026,0.0,0.0,20.0,0.0,0.0,1.6448536269514722,180.0,157.99,4.53,39.4,1800.0,1552,3440
38,Manuf_0027,0.0,0.0,20.0,0.0,0.0,1.6448536269514722,180.0,157.99,23.59,205.1,1800.0,1552,3504
39,Manuf_0028,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,180.0,157.99,25.45,221.3,1800.0,1552,3568
40,Manuf_0029,0.0,0.0,20.0,0.0,0.0,1.6448536269514722,176.0,123.52,6.25,54.3,1760.0,1552,3776
41,Manuf_0030,0.0,0.0,15.0,0.0,0.0,1.6448536269514722,176.0,123.52,37.88,329.4,1760.0,1552,3840
42,Manuf_0031,0.0,0.0,20.0,0.0,0.0,1.6448536269514722,140.0,201.65,5.29,46.0,1400.0,1552,6816
43,Manuf_0032,0.0,0.0,15.0,0.0,0.0,1.6448536269514722,140.0,201.65,52.67000000000001,458.0,1400.0,1552,6880
44,Manuf_0033,0.0,0.0,25.0,0.0,0.0,1.6448536269514722,165.0,212.4,5.65,49.1,1650.0,1552,7584
45,Manuf_0034,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,165.0,212.4,112.25999999999999,976.2,1650.0,1552,7648
46,Manuf_0035,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,150.0,218.8,36.87,320.6,1500.0,1552,8224
47,Manuf_0036,0.0,0.0,15.0,0.0,0.0,1.6448536269514722,150.0,218.8,44.08000000000003,383.3,1500.0,1552,8288
48,Manuf_0037,0.0,0.0,25.0,0.0,0.0,1.6448536269514722,240.0,128.06,5.61,48.8,2400.0,1520,10048
49,Manuf_0038,0.0,0.0,20.0,0.0,0.0,1.6448536269514722,240.0,128.06,92.5300000000001,804.6,2400.0,1520,10112
50,Part_0001,0.0,0.0,40.0,0.0,0.0,1.6448536269514722,400.0,420.6523183105021,16.46,143.1,4000.0,64,32
51,Part_0002,0.0,0.0,20.0,0.0,0.0,1.6448536269514722,400.0,420.6523183105021,14.6,127.0,4000.0,64,64
52,Part_0003,0.0,0.0,20.0,0.0,0.0,1.6448536269514722,390.0,157.6287147064265,11.23,97.7,3900.0,64,5472
53,Part_0004,0.0,0.0,45.0,0.0,0.0,1.6448536269514722,585.0,294.06455702787446,12.69,110.4,5850.0,64,6272
54,Part_0005,0.0,0.0,45.0,0.0,0.0,1.6448536269514722,695.0,387.3619574764667,16.82,146.3,6950.0,64,7616
