,cust,prod,mean,std,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,札幌市,I,1.5961538461538463,1.317448743425544,1.5599043891893984,1.5599043891893842,1.5599043891893984,1.5599043891893842,1.5599043891893984,1.5599043891893842,1.5599043891893984,1.5599043891893842,1.5599043891894127,1.5599043891893984,1.5599043891893842,1.5599043891893984,1.5599043891893842,1.5599043891893984,1.5599043891893984,1.5599043891893842,1.5599043891893842,1.5599043891893984,1.5599043891893984,1.5599043891893842,1.5599043891893842,1.5599043891893984,1.5599043891894127,1.5599043891893842,1.5599043891893984,1.5599043891893984,1.5599043891893842,1.5599043891893984,1.5599043891893842,1.5599043891893984
1,札幌市,F,1.3461538461538463,1.0267904569745165,1.213844878818037,1.2138448788180654,1.2138448788180227,1.2138448788180511,1.2138448788180511,1.2138448788180511,1.213844878818037,1.2138448788180511,1.2138448788180511,1.2138448788180511,1.213844878818037,1.2138448788180511,1.213844878818037,1.2138448788180511,1.2138448788180654,1.213844878818037,1.213844878818037,1.2138448788180654,1.2138448788180511,1.213844878818037,1.2138448788180511,1.2138448788180511,1.2138448788180511,1.2138448788180227,1.2138448788180654,1.213844878818037,1.2138448788180511,1.2138448788180511,1.2138448788180511,1.213844878818037
2,札幌市,D,1.2307692307692308,1.1982893790305562,1.1525475998823822,1.1525475998823822,1.1525475998823822,1.1525475998823538,1.1525475998823964,1.152547599882368,1.1525475998823822,1.1525475998823538,1.1525475998823964,1.152547599882368,1.1525475998823822,1.1525475998823822,1.152547599882368,1.152547599882368,1.1525475998823964,1.152547599882368,1.1525475998823822,1.1525475998823822,1.152547599882368,1.152547599882368,1.1525475998823822,1.1525475998823822,1.1525475998823822,1.1525475998823538,1.1525475998823964,1.152547599882368,1.1525475998823822,1.1525475998823964,1.1525475998823538,1.1525475998823822
3,札幌市,G,1.5769230769230769,1.3769268687225023,1.6241448600218007,1.624144860021815,1.6241448600218007,1.6241448600217865,1.6241448600218291,1.6241448600217865,1.6241448600218007,1.6241448600218007,1.624144860021815,1.6241448600218007,1.6241448600218007,1.624144860021815,1.6241448600218007,1.6241448600218007,1.624144860021815,1.6241448600217865,1.6241448600218007,1.624144860021815,1.6241448600218007,1.6241448600218007,1.6241448600218007,1.624144860021815,1.6241448600218007,1.6241448600218007,1.624144860021815,1.6241448600217723,1.6241448600218007,1.624144860021815,1.6241448600218007,1.6241448600218007
4,札幌市,A,1.3076923076923077,1.2915784770166348,1.2268390951387715,1.2268390951387573,1.2268390951387715,1.2268390951387715,1.2268390951387715,1.2268390951387573,1.2268390951387573,1.2268390951387715,1.2268390951387573,1.2268390951387715,1.2268390951387573,1.2268390951387858,1.2268390951387573,1.2268390951387573,1.2268390951387858,1.2268390951387573,1.2268390951387573,1.2268390951387858,1.2268390951387573,1.2268390951387715,1.2268390951387431,1.2268390951387858,1.2268390951387573,1.2268390951387715,1.2268390951387573,1.2268390951387715,1.2268390951387715,1.2268390951387715,1.2268390951387715,1.2268390951387431
5,札幌市,E,2.2115384615384617,1.4731124640790458,2.1410443334536353,2.1410443334536637,2.1410443334536353,2.1410443334536637,2.1410443334536637,2.1410443334536353,2.1410443334536637,2.1410443334536353,2.1410443334536637,2.1410443334536353,2.1410443334536637,2.1410443334536637,2.1410443334536353,2.1410443334536637,2.1410443334536637,2.1410443334536353,2.1410443334536637,2.1410443334536637,2.1410443334536353,2.1410443334536353,2.1410443334536637,2.1410443334536637,2.1410443334536353,2.1410443334536637,2.1410443334536637,2.1410443334536353,2.1410443334536637,2.1410443334536353,2.1410443334536637,2.1410443334536353
6,札幌市,C,1.2307692307692308,1.4088708399780914,0.8878097461117989,0.8878097461117989,0.8878097461117846,0.8878097461117846,0.8878097461117989,0.8878097461117989,0.8878097461117989,0.8878097461117846,0.8878097461117989,0.8878097461117846,0.8878097461118131,0.8878097461117989,0.8878097461117846,0.8878097461117846,0.8878097461118131,0.8878097461117846,0.8878097461117989,0.8878097461117989,0.8878097461117846,0.8878097461117846,0.8878097461117989,0.8878097461117989,0.8878097461117989,0.8878097461117846,0.8878097461117989,0.8878097461117989,0.8878097461117846,0.8878097461117989,0.8878097461117846,0.8878097461118131
7,札幌市,J,2.0576923076923075,1.2896794181145543,1.866978664789542,1.8669786647895563,1.8669786647895137,1.866978664789542,1.866978664789542,1.866978664789528,1.866978664789542,1.866978664789528,1.866978664789542,1.866978664789542,1.8669786647895137,1.866978664789542,1.8669786647895705,1.8669786647895137,1.866978664789542,1.866978664789542,1.8669786647895137,1.8669786647895705,1.866978664789542,1.8669786647895137,1.866978664789542,1.866978664789542,1.8669786647895137,1.866978664789542,1.8669786647895705,1.8669786647895137,1.866978664789542,1.866978664789542,1.866978664789542,1.866978664789542
8,札幌市,H,1.7307692307692308,1.2225878149683973,1.4689039641456816,1.46890396414571,1.46890396414571,1.4689039641456816,1.46890396414571,1.46890396414571,1.4689039641456816,1.4689039641456958,1.4689039641457242,1.4689039641456816,1.4689039641456958,1.4689039641457242,1.4689039641456958,1.4689039641456816,1.4689039641457242,1.4689039641456816,1.46890396414571,1.46890396414571,1.4689039641456816,1.46890396414571,1.4689039641456958,1.4689039641456958,1.4689039641456958,1.46890396414571,1.46890396414571,1.4689039641456816,1.46890396414571,1.46890396414571,1.46890396414571,1.4689039641456816
9,札幌市,B,1.4615384615384615,1.2751245761752903,1.3422905931706879,1.3422905931707163,1.3422905931706879,1.342290593170702,1.3422905931707163,1.3422905931706879,1.3422905931706879,1.3422905931706879,1.3422905931707163,1.3422905931706879,1.3422905931706879,1.342290593170702,1.342290593170702,1.3422905931706879,1.342290593170702,1.3422905931706879,1.342290593170702,1.342290593170702,1.3422905931706879,1.3422905931707163,1.3422905931706879,1.342290593170702,1.3422905931706879,1.342290593170702,1.342290593170702,1.3422905931706879,1.3422905931706879,1.3422905931707163,1.3422905931706879,1.3422905931706879
10,京都市,I,1.7307692307692308,1.2851395684544304,1.9170961677029368,1.917096167702951,1.9170961677029226,1.9170961677029368,1.917096167702951,1.9170961677029368,1.9170961677029368,1.9170961677029226,1.917096167702951,1.9170961677029368,1.9170961677029368,1.9170961677029368,1.9170961677029368,1.9170961677029368,1.917096167702951,1.9170961677029368,1.9170961677029226,1.917096167702951,1.9170961677029368,1.9170961677029368,1.9170961677029368,1.9170961677029368,1.9170961677029368,1.9170961677029368,1.9170961677029652,1.9170961677029368,1.9170961677029084,1.9170961677029652,1.9170961677029368,1.9170961677029368
