,name,net_replenishment_time,max_guaranteed_LT,processing_time,replenishment_LT,guaranteed_LT,z,average_demand,sigma,h,b,capacity,x,y
0,Dist_0001,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,289.65000000000003,223.10463845469462,2.3200000000000003,24.6,2896.5000000000005,752,64
1,Dist_0002,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,430.1,362.8430852310679,1.7500000000000002,18.6,4301.0,752,192
2,Dist_0003,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,316.05,257.65077333476023,1.49,15.8,3160.5,752,320
3,Dist_0004,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,606.59,555.0653039057656,1.7800000000000002,18.9,6065.900000000001,752,448
4,Dist_0005,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,300.57,344.2850754825135,2.2900000000000005,24.3,3005.7,752,576
5,Dist_0006,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,111.81,91.14235733181361,2.2100000000000004,23.4,1118.1,752,704
6,Dist_0007,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,295.25,130.94106231430996,2.1400000000000006,22.7,2952.5,752,832
7,Dist_0008,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,85.63,240.40295547268133,1.52,16.1,856.3,752,960
8,Dist_0009,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,438.78000000000003,463.84650499922924,1.7300000000000002,18.3,4387.8,752,1088
9,Dist_0010,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,387.65000000000003,277.66003187351254,2.1100000000000003,22.4,3876.5000000000005,752,1216
10,Dist_0011,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,807.37,493.25532881054613,1.8000000000000003,19.1,8073.7,752,1344
11,Dist_0012,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,427.61999999999995,420.73162586142723,1.8800000000000003,19.9,4276.2,752,1472
12,Dist_0013,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,293.29,327.0362470736233,1.9000000000000004,20.1,2932.9,752,1600
13,Dist_0014,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,742.69,545.9279428642575,3.2800000000000002,34.8,7426.900000000001,752,1728
14,Dist_0015,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,563.13,501.06437211200716,2.0100000000000002,21.3,5631.3,752,1856
15,Dist_0016,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,724.46,545.1889081777067,2.1500000000000004,22.8,7244.6,752,1984
16,Dist_0017,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,1050.79,981.7918036427071,1.9100000000000004,20.3,10507.9,752,2112
17,Dist_0018,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,1385.98,975.0791072010517,1.9400000000000004,20.6,13859.8,752,2240
18,Dist_0019,0.0,0.0,10.2,0.0,0.0,1.7506860712521692,467.75,232.8130204692169,1.8500000000000003,19.6,4677.5,752,2368
