zip,name1,name2,name3,latitude,longitude
7860074,高知県,高岡郡四万十町,南川口,33.2026821,133.08154441
7860061,高知県,高岡郡四万十町,峰ノ上,33.17371686,133.13800608
7860086,高知県,高岡郡四万十町,宮内,33.23705084,133.11408687
7860024,高知県,高岡郡四万十町,向川,33.22652745,133.16435383
7860308,高知県,高岡郡四万十町,芳川,33.22525791,133.0182361
7860044,高知県,高岡郡四万十町,与津地,33.19869249,133.19487892
7860095,高知県,高岡郡四万十町,米奥,33.27549046,133.09428235
7860035,高知県,高岡郡四万十町,六反地,33.25935767,133.16755031
7860068,高知県,高岡郡四万十町,若井,33.18482467,133.10880919
7860062,高知県,高岡郡四万十町,若井川,33.1723658,133.1250198
7880300,高知県,幡多郡大月町,以下に掲載がない場合,32.84148133,132.70702586
7880332,高知県,幡多郡大月町,赤泊,32.78526693,132.73595285
7880351,高知県,幡多郡大月町,安満地,32.80541654,132.66017012
7880342,高知県,幡多郡大月町,一切,32.78303505,132.64630644
7880324,高知県,幡多郡大月町,大浦,32.76201857,132.75791343
7880334,高知県,幡多郡大月町,樫ノ浦,32.79243198,132.72593171
7880314,高知県,幡多郡大月町,頭集,32.80482599,132.68514214
7880343,高知県,幡多郡大月町,柏島,32.77034663,132.64201595
7880335,高知県,幡多郡大月町,唐岩,32.801988699999995,132.75453661
7880331,高知県,幡多郡大月町,口目塚,32.8008372,132.73367121
7880322,高知県,幡多郡大月町,小才角,32.77487883,132.77539808
7880315,高知県,幡多郡大月町,古満目,32.78801751,132.689526
7880323,高知県,幡多郡大月町,才角,32.77350661,132.75840895
7880312,高知県,幡多郡大月町,清王,32.82202416,132.72018998
7880363,高知県,幡多郡大月町,添ノ川,32.84484364,132.72905942
7880313,高知県,幡多郡大月町,周防形,32.80581174,132.71339544
7880352,高知県,幡多郡大月町,橘浦,32.82271994,132.66001056
7880361,高知県,幡多郡大月町,龍ケ迫,32.86229913,132.67230938
7880325,高知県,幡多郡大月町,月ケ丘,32.77126248,132.74913098
7880353,高知県,幡多郡大月町,泊浦,32.84291515,132.67825428
7880333,高知県,幡多郡大月町,西泊,32.78064614,132.73068265
7880321,高知県,幡多郡大月町,春遠,32.82160936,132.74985837
