,name,net_replenishment_time,max_guaranteed_LT,processing_time,replenishment_LT,guaranteed_LT,z,average_demand,sigma,h,b,capacity,x,y
0,Manuf_0001,0.0,0.0,12.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,140.52999999999997,1222.0,935.2,256,2256
1,Manuf_0002,0.0,0.0,5.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,85.36,742.3,935.2,256,2768
2,Manuf_0003,0.0,0.0,12.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,52.45,456.1,935.2,272,3248
3,Manuf_0004,0.0,0.0,8.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,42.8,372.2,935.2,272,3312
4,Manuf_0005,0.0,0.0,12.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,45.410000000000004,394.9,935.2,272,3344
5,Manuf_0006,0.0,0.0,9.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,16.09,139.9,935.2,272,5168
6,Manuf_0007,0.0,0.0,9.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,19.09,166.0,935.2,272,5200
7,Manuf_0008,0.0,0.0,94.939,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,53.75,467.4,935.2,400,1744
8,Manuf_0009,0.0,0.0,56.0155,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,116.86,1016.2,935.2,400,1776
9,Manuf_0010,0.0,0.0,6.0,0.0,0.0,1.6448536269514722,30.92,28.1372,24.979999999999997,217.2,309.20000000000005,400,1808
10,Manuf_0011,0.0,0.0,4.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,144.93999999999997,1260.4,935.2,400,2256
11,Manuf_0012,0.0,0.0,53.0175,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,61.97,538.9,935.2,400,2672
12,Manuf_0013,0.0,0.0,17.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,175.28,1524.2,935.2,400,2768
13,Manuf_0014,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,139.21,1210.6,935.2,400,2832
14,Manuf_0015,0.0,0.0,5.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,184.2,1601.8,935.2,416,3280
15,Manuf_0016,0.0,0.0,14.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,90.04,783.0,935.2,416,5168
16,Manuf_0017,0.0,0.0,26.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,34.43,299.4,935.2,416,5296
17,Manuf_0018,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,44.73,389.0,935.2,416,5328
18,Manuf_0019,0.0,0.0,8.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,31.11,270.5,935.2,416,5360
19,Manuf_0020,0.0,0.0,11.0,0.0,0.0,1.6448536269514722,93.52000000000001,51.42438428194936,83.41,725.3,935.2,416,5392
20,Manuf_0021,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,30.92,28.1372,0.72,6.3,309.20000000000005,576,1024
21,Manuf_0022,0.0,0.0,9.0,0.0,0.0,1.6448536269514722,30.92,28.1372,1.58,13.7,309.20000000000005,576,1056
22,Manuf_0023,0.0,0.0,16.0,0.0,0.0,1.6448536269514722,30.92,28.1372,4.77,41.5,309.20000000000005,576,1088
23,Manuf_0024,0.0,0.0,14.0,0.0,0.0,1.6448536269514722,30.92,28.1372,3.4699999999999998,30.2,309.20000000000005,576,1120
