,cust,prod,mean,std,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,那覇市,F,1.3653846153846154,1.1886529887237107,3.0806329769662995,3.069455597009565,3.050912728347356,3.0454052760142503,3.0441127340217236,3.2192134368686567,3.0649664369934158,3.145067789456718,3.1157720773937143,3.090347597040889,3.216806553496099,3.2168745850944447,3.2582665491484732,3.1459806347836263,3.2217970276590364,3.3434423986749806,3.2495804377802244,3.471598601874348,3.4154942225006977,3.4043638109463927,3.565477786753675,3.6442788301004327,3.6823033696212946,3.7815092688956895,3.8459518928763714,3.952716399811891,3.9319322443218283,4.123730206343055,4.380079732339695,4.413509914176956
1,那覇市,J,1.2692307692307692,1.2542536975660947,2.778413419726931,2.882829426874963,2.81855563595515,2.776101981461963,2.7590314650507395,2.8792317913981407,2.9706566001843555,2.9427141351774964,3.03528699417717,3.143298204150369,3.2695440043487025,3.5147980414879214,3.3709565875030734,3.4618732847625893,3.7857060530558755,3.8777912346070593,4.009416353087346,4.117501271564862,4.334683069235126,4.614445599099028,4.970052276542674,4.962857456728514,5.160201230754012,5.585257539850872,5.624556023156586,5.843050311136238,6.19398183884006,6.326027575173029,6.624618822846969,6.851527033406697
2,那覇市,A,1.5192307692307692,1.1287748801311461,2.8868409674097535,2.9104410565015115,2.8055786112533667,2.8356324071318397,2.9481292662177054,2.905958096711288,2.989699592537505,3.0083978460106664,3.2000890881694346,3.1168475191802827,3.2929457399402366,3.4384697414662213,3.4809507797979364,3.5052436525816972,3.6911850840598532,3.8788950869367653,3.9995769170675572,4.119225671028289,4.406222439334414,4.561107960551297,4.588084375104657,5.084178243362771,5.2216639252082615,5.184113701962104,5.669601848486309,5.741231427632172,6.039508123907396,6.066875795509745,6.382044052557262,6.709194738734624
3,那覇市,G,3.7115384615384617,2.5386157912820537,11.859873655945222,12.478804905714782,11.984558244593245,12.825154780017186,12.427594309275065,12.216680486369484,11.796035379120184,11.857405183047575,12.463166843695234,11.93463050461986,12.136180426472805,12.042350296610493,12.092993566225744,12.098672088248293,12.463228985884484,12.413401283687108,12.289220706919991,11.751128330259633,12.042279315157714,11.699413440248179,11.792271417054394,12.131250697092526,12.408489947313797,12.546386683783282,12.383458160462851,12.02024288233764,12.71276399040346,11.540314529440366,12.457728870861843,12.247555642212262
4,那覇市,D,1.2884615384615385,1.2261295466460185,4.006041408298941,3.9503518552516397,3.9691634081121236,3.909863641366485,3.985566189266109,3.9042344271924065,3.9378701739249777,3.9717595479572054,4.268583488083749,4.181876321709254,4.1231652108913295,4.411334304184365,4.445493568053294,4.337789128945076,4.7139573216249175,4.737344919421631,4.84524603574782,5.188681064393833,5.149398570267451,5.016333320969608,5.5218093637528085,5.525721714207194,5.905973853547877,6.300352634771485,6.622292321692527,6.6431140869892715,7.051543616407429,7.078837827026348,7.1303813645451015,7.58037460845604
5,那覇市,B,1.4230769230769231,1.1773375387888247,3.5235808737466385,3.6269742971603876,3.5403815173246187,3.5726481588216927,3.576930560157365,3.575791679344462,3.523392686245103,3.6560468943855113,3.7009847562436278,3.6552805741433048,3.5527669854265156,3.7857296642281852,3.642974393124973,3.8320222842694562,3.7484109657163316,3.901216213500092,3.875539159166081,4.021489783704354,4.124611538398625,4.302184743569427,4.475172081301864,4.334956132493716,4.54634049357027,4.528369076321383,4.850598824465209,4.872499247175583,4.902076568974621,5.019606256426002,5.143036282549545,5.3886327552053785
6,那覇市,C,1.5576923076923077,1.334511169054731,3.649223934915298,3.655081615599812,3.699317033183206,3.4529117372482574,3.6210129956657084,3.489779150485603,3.5791272052029086,3.277709825959846,3.738917793216686,3.6880841886629554,3.540567956490932,3.6075390441668986,3.6898969070017955,3.718412973486494,3.843110101625882,3.6770630018247203,3.7851648757823853,3.891361063805107,3.790583661254388,3.9093482633985985,3.909006536082728,4.080928520885365,4.260583067450767,4.111779158439077,4.364499111765454,4.325214663433357,4.587151497139615,4.52195544035456,4.628025968830016,4.720161763540219
7,那覇市,E,1.2884615384615385,1.054152172322987,3.369790408980748,3.29562228234812,3.509054850628573,3.3942462700654943,3.3300885782781506,3.3669869449090584,3.3272804489672154,3.4690050075640926,3.3210420388376605,3.4258442183720206,3.261046645478956,3.4439532594634557,3.293112485627489,3.354122715325346,3.273980160458322,3.338029908231988,3.199317889036948,3.5234122074582643,3.4129153644957597,3.329048239385088,3.2831525516974125,3.3654627727812,3.5652314585542655,3.3304045711991392,3.410630589157549,3.438075576217642,3.2424551157929926,3.2705520359855598,3.398894730508289,3.4516854258710907
8,那覇市,I,1.3269230769230769,1.3243000940364147,3.04681007631649,3.310764643598901,3.207597769480614,3.1641448027229018,3.13216201107727,3.2290171514178923,3.171135469528423,3.094582795959653,3.2564858889360835,3.209606151240507,3.2247028140215974,3.1674524860373197,3.164841793842058,3.1681091245218767,3.244686915486554,3.208683554112085,3.289259668296367,3.2897756110242398,3.268965430388832,3.252913600097301,3.2019085017819293,3.3143401660856426,3.2597156920114827,3.1498311086833297,3.1149698439881206,3.1753853012894666,3.226961760843608,3.375927478279962,3.1110105440340448,3.0924456140344887
9,那覇市,H,6.038461538461538,3.4125577691672078,6.472620667451736,6.514274509144116,6.738860557149792,7.635426567985121,8.538027755738312,8.972233033962823,10.755256193267428,11.694810230883547,13.518465654686622,15.861895835789255,17.284633637344655,19.473767221718788,22.222648253277157,24.335290231762258,25.93752852612647,27.685941031432606,30.656374552098555,32.96564393044861,35.31501117658769,38.061308841188975,41.341246535134644,44.27279298158163,46.44806854473552,49.1105285075555,51.8836010640739,54.36032473592155,57.57780712394458,60.58951903348088,63.58849006934531,65.80272155268096
