,child,parent,units,allocation
0,Dist_0001,Manuf_0001,1,0.25
1,Dist_0001,Manuf_0004,1,0.25
2,Dist_0001,Manuf_0005,1,0.25
3,Dist_0001,Retail_0001,1,0.25
4,Dist_0002,Manuf_0002,1,0.1111111111111111
5,Dist_0002,Manuf_0004,1,0.1111111111111111
6,Dist_0002,Manuf_0005,1,0.1111111111111111
7,Dist_0002,Manuf_0006,1,0.1111111111111111
8,Dist_0002,Retail_0002,1,0.1111111111111111
9,Dist_0002,Retail_0005,1,0.1111111111111111
10,Dist_0002,Retail_0006,1,0.1111111111111111
11,Dist_0002,Retail_0007,1,0.1111111111111111
12,Dist_0002,Retail_0008,1,0.1111111111111111
13,Dist_0003,Manuf_0003,1,0.125
14,Dist_0003,Manuf_0004,1,0.125
15,Dist_0003,Manuf_0005,1,0.125
16,Dist_0003,Retail_0003,1,0.125
17,Dist_0003,Retail_0004,1,0.125
18,Dist_0003,Retail_0009,1,0.125
19,Dist_0003,Retail_0010,1,0.125
20,Dist_0003,Retail_0011,1,0.125
21,Dist_0004,Manuf_0004,1,0.125
22,Dist_0004,Manuf_0005,1,0.125
23,Dist_0004,Manuf_0007,1,0.125
24,Dist_0004,Retail_0012,1,0.125
25,Dist_0004,Retail_0013,1,0.125
26,Dist_0004,Retail_0014,1,0.125
27,Dist_0004,Retail_0015,1,0.125
28,Dist_0004,Retail_0016,1,0.125
29,Dist_0005,Manuf_0004,1,0.1111111111111111
30,Dist_0005,Manuf_0005,1,0.1111111111111111
31,Dist_0005,Manuf_0008,1,0.1111111111111111
32,Dist_0005,Manuf_0009,1,0.1111111111111111
33,Dist_0005,Retail_0017,1,0.1111111111111111
34,Dist_0005,Retail_0018,1,0.1111111111111111
35,Dist_0005,Retail_0019,1,0.1111111111111111
36,Dist_0005,Retail_0020,1,0.1111111111111111
37,Dist_0005,Retail_0021,1,0.1111111111111111
38,Manuf_0001,Retail_0022,1,0.2
39,Manuf_0001,Trans_0001,1,0.2
40,Manuf_0001,Trans_0002,1,0.2
41,Manuf_0001,Trans_0003,1,0.2
42,Manuf_0001,Trans_0004,1,0.2
43,Manuf_0002,Retail_0023,1,0.2
44,Manuf_0002,Trans_0005,1,0.2
45,Manuf_0002,Trans_0006,1,0.2
46,Manuf_0002,Trans_0007,1,0.2
47,Manuf_0002,Trans_0008,1,0.2
48,Manuf_0003,Retail_0024,1,0.2
49,Manuf_0003,Trans_0009,1,0.2
50,Manuf_0003,Trans_0010,1,0.2
51,Manuf_0003,Trans_0011,1,0.2
52,Manuf_0003,Trans_0012,1,0.2
53,Manuf_0004,Retail_0025,1,0.2
54,Manuf_0004,Trans_0013,1,0.2
55,Manuf_0004,Trans_0014,1,0.2
56,Manuf_0004,Trans_0015,1,0.2
57,Manuf_0004,Trans_0016,1,0.2
58,Manuf_0005,Retail_0026,1,0.2
59,Manuf_0005,Trans_0017,1,0.2
60,Manuf_0005,Trans_0018,1,0.2
61,Manuf_0005,Trans_0019,1,0.2
62,Manuf_0005,Trans_0020,1,0.2
63,Manuf_0006,Retail_0027,1,0.2
64,Manuf_0006,Trans_0021,1,0.2
65,Manuf_0006,Trans_0022,1,0.2
66,Manuf_0006,Trans_0023,1,0.2
67,Manuf_0006,Trans_0024,1,0.2
68,Manuf_0007,Retail_0028,1,0.2
69,Manuf_0007,Trans_0025,1,0.2
70,Manuf_0007,Trans_0026,1,0.2
71,Manuf_0007,Trans_0027,1,0.2
72,Manuf_0007,Trans_0028,1,0.2
73,Manuf_0008,Retail_0029,1,0.2
74,Manuf_0008,Trans_0029,1,0.2
75,Manuf_0008,Trans_0030,1,0.2
76,Manuf_0008,Trans_0031,1,0.2
77,Manuf_0008,Trans_0032,1,0.2
78,Manuf_0009,Retail_0030,1,0.2
79,Manuf_0009,Trans_0033,1,0.2
80,Manuf_0009,Trans_0034,1,0.2
81,Manuf_0009,Trans_0035,1,0.2
82,Manuf_0009,Trans_0036,1,0.2
83,Trans_0001,Retail_0031,1,1.0
84,Trans_0002,Retail_0032,1,1.0
85,Trans_0003,Retail_0033,1,1.0
86,Trans_0004,Retail_0034,1,1.0
87,Trans_0005,Retail_0035,1,1.0
88,Trans_0006,Retail_0036,1,1.0
89,Trans_0007,Retail_0037,1,1.0
90,Trans_0008,Retail_0038,1,1.0
91,Trans_0009,Retail_0039,1,1.0
92,Trans_0010,Retail_0040,1,1.0
93,Trans_0011,Retail_0041,1,1.0
94,Trans_0012,Retail_0042,1,1.0
95,Trans_0013,Retail_0043,1,1.0
96,Trans_0014,Retail_0044,1,1.0
97,Trans_0015,Retail_0045,1,1.0
98,Trans_0016,Retail_0046,1,1.0
99,Trans_0017,Retail_0047,1,1.0
100,Trans_0018,Retail_0048,1,1.0
101,Trans_0019,Retail_0049,1,1.0
102,Trans_0020,Retail_0050,1,1.0
103,Trans_0021,Retail_0051,1,1.0
104,Trans_0022,Retail_0052,1,1.0
105,Trans_0023,Retail_0053,1,1.0
106,Trans_0024,Retail_0054,1,1.0
107,Trans_0025,Retail_0055,1,1.0
108,Trans_0026,Retail_0056,1,1.0
109,Trans_0027,Retail_0057,1,1.0
110,Trans_0028,Retail_0058,1,1.0
111,Trans_0029,Retail_0059,1,1.0
112,Trans_0030,Retail_0060,1,1.0
113,Trans_0031,Retail_0061,1,1.0
114,Trans_0032,Retail_0062,1,1.0
115,Trans_0033,Retail_0063,1,1.0
116,Trans_0034,Retail_0064,1,1.0
117,Trans_0035,Retail_0065,1,1.0
118,Trans_0036,Retail_0066,1,1.0
