,child,parent,units,allocation
0,Manuf_0001,Trans_0004,1,1.0
1,Manuf_0002,Trans_0005,1,1.0
2,Manuf_0003,Dist_0001,1,0.2
3,Manuf_0003,Dist_0002,1,0.2
4,Manuf_0003,Dist_0003,1,0.2
5,Manuf_0003,Dist_0004,1,0.2
6,Manuf_0003,Dist_0005,1,0.2
7,Manuf_0004,Dist_0006,1,0.25
8,Manuf_0004,Dist_0007,1,0.25
9,Manuf_0004,Dist_0008,1,0.25
10,Manuf_0004,Dist_0009,1,0.25
11,Manuf_0005,Dist_0010,1,0.09090909090909091
12,Manuf_0005,Dist_0011,1,0.09090909090909091
13,Manuf_0005,Dist_0012,1,0.09090909090909091
14,Manuf_0005,Dist_0013,1,0.09090909090909091
15,Manuf_0005,Dist_0014,1,0.09090909090909091
16,Manuf_0005,Dist_0015,1,0.09090909090909091
17,Manuf_0005,Dist_0016,1,0.09090909090909091
18,Manuf_0005,Dist_0017,1,0.09090909090909091
19,Manuf_0005,Dist_0018,1,0.09090909090909091
20,Manuf_0005,Dist_0019,1,0.09090909090909091
21,Manuf_0005,Dist_0020,1,0.09090909090909091
22,Manuf_0006,Dist_0021,1,0.2
23,Manuf_0006,Dist_0022,1,0.2
24,Manuf_0006,Dist_0023,1,0.2
25,Manuf_0006,Dist_0024,1,0.2
26,Manuf_0006,Dist_0025,1,0.2
27,Manuf_0007,Dist_0026,1,0.25
28,Manuf_0007,Dist_0027,1,0.25
29,Manuf_0007,Dist_0028,1,0.25
30,Manuf_0007,Dist_0029,1,0.25
31,Manuf_0008,Dist_0030,1,0.09090909090909091
32,Manuf_0008,Dist_0031,1,0.09090909090909091
33,Manuf_0008,Dist_0032,1,0.09090909090909091
34,Manuf_0008,Dist_0033,1,0.09090909090909091
35,Manuf_0008,Dist_0034,1,0.09090909090909091
36,Manuf_0008,Dist_0035,1,0.09090909090909091
37,Manuf_0008,Dist_0036,1,0.09090909090909091
38,Manuf_0008,Dist_0037,1,0.09090909090909091
39,Manuf_0008,Dist_0038,1,0.09090909090909091
40,Manuf_0008,Dist_0039,1,0.09090909090909091
41,Manuf_0008,Dist_0040,1,0.09090909090909091
42,Manuf_0009,Dist_0041,1,0.09090909090909091
43,Manuf_0009,Dist_0042,1,0.09090909090909091
44,Manuf_0009,Dist_0043,1,0.09090909090909091
45,Manuf_0009,Dist_0044,1,0.09090909090909091
46,Manuf_0009,Dist_0045,1,0.09090909090909091
47,Manuf_0009,Dist_0046,1,0.09090909090909091
48,Manuf_0009,Dist_0047,1,0.09090909090909091
49,Manuf_0009,Dist_0048,1,0.09090909090909091
50,Manuf_0009,Dist_0049,1,0.09090909090909091
51,Manuf_0009,Dist_0050,1,0.09090909090909091
52,Manuf_0009,Dist_0051,1,0.09090909090909091
53,Part_0001,Manuf_0001,1,0.5
54,Part_0001,Manuf_0002,1,0.5
55,Part_0002,Manuf_0001,1,0.5
56,Part_0002,Manuf_0002,1,0.5
57,Part_0003,Manuf_0001,1,0.5
58,Part_0003,Manuf_0002,1,0.5
59,Part_0004,Manuf_0001,1,0.5
60,Part_0004,Manuf_0002,1,0.5
61,Part_0005,Manuf_0001,1,0.5
62,Part_0005,Manuf_0002,1,0.5
63,Part_0006,Manuf_0001,1,0.5
64,Part_0006,Manuf_0002,1,0.5
65,Part_0007,Trans_0001,1,1.0
66,Part_0008,Trans_0002,1,1.0
67,Part_0009,Trans_0003,1,1.0
68,Part_0010,Manuf_0003,1,1.0
69,Part_0011,Manuf_0003,1,0.5
70,Part_0011,Manuf_0006,1,0.5
71,Part_0012,Manuf_0004,1,1.0
72,Part_0013,Manuf_0004,1,0.5
73,Part_0013,Manuf_0007,1,0.5
74,Part_0014,Manuf_0005,1,1.0
75,Part_0015,Manuf_0005,1,1.0
76,Part_0016,Manuf_0005,1,0.3333333333333333
77,Part_0016,Manuf_0008,1,0.3333333333333333
78,Part_0016,Manuf_0009,1,0.3333333333333333
79,Part_0017,Manuf_0006,1,1.0
80,Part_0018,Manuf_0007,1,1.0
81,Part_0019,Manuf_0003,1,0.14285714285714285
82,Part_0019,Manuf_0004,1,0.14285714285714285
83,Part_0019,Manuf_0005,1,0.14285714285714285
84,Part_0019,Manuf_0006,1,0.14285714285714285
85,Part_0019,Manuf_0007,1,0.14285714285714285
86,Part_0019,Manuf_0008,1,0.14285714285714285
87,Part_0019,Manuf_0009,1,0.14285714285714285
88,Part_0020,Manuf_0008,1,1.0
89,Part_0021,Manuf_0008,1,1.0
90,Part_0022,Manuf_0009,1,1.0
91,Part_0023,Manuf_0009,1,1.0
92,Trans_0001,Manuf_0009,1,1.0
93,Trans_0002,Manuf_0006,1,0.25
94,Trans_0002,Manuf_0007,1,0.25
95,Trans_0002,Manuf_0008,1,0.25
96,Trans_0002,Manuf_0009,1,0.25
97,Trans_0003,Manuf_0003,1,0.3333333333333333
98,Trans_0003,Manuf_0004,1,0.3333333333333333
99,Trans_0003,Manuf_0005,1,0.3333333333333333
100,Trans_0004,Manuf_0003,1,0.16666666666666666
101,Trans_0004,Manuf_0004,1,0.16666666666666666
102,Trans_0004,Manuf_0005,1,0.16666666666666666
103,Trans_0004,Manuf_0006,1,0.16666666666666666
104,Trans_0004,Manuf_0007,1,0.16666666666666666
105,Trans_0004,Manuf_0008,1,0.16666666666666666
106,Trans_0005,Manuf_0009,1,1.0
