,name,net_replenishment_time,max_guaranteed_LT,processing_time,replenishment_LT,guaranteed_LT,z,average_demand,sigma,h,b,capacity,x,y
0,Dist_0001,0.0,0.0,1.0,0.0,0.0,1.6448536269514722,70.0,35.0,2750.0,23913.9,700.0,384,272
1,Dist_0002,0.0,0.0,1.2,0.0,0.0,1.6448536269514722,126.0,132.3,4103.0,35679.6,1260.0,480,64
2,Dist_0003,0.0,0.0,4.3,0.0,0.0,1.6448536269514722,57.0,51.3,4162.0,36192.6,570.0,480,144
3,Dist_0004,0.0,0.0,4.2,0.0,0.0,1.6448536269514722,46.0,45.0,4247.4,36935.3,460.0,480,240
4,Manuf_0001,0.0,0.0,12.0,0.0,0.0,1.6448536269514722,126.0,132.3,2400.0,20870.3,1260.0,192,32
5,Manuf_0002,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,173.0,76.69217691524996,2350.0,20435.5,1730.0,192,272
6,Manuf_0003,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,126.0,132.3,3953.0,34375.2,1260.0,384,64
7,Manuf_0004,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,103.0,68.2399443141625,3912.0,34018.6,1030.0,384,192
8,Part_0001,0.0,0.0,45.0,0.0,0.0,1.6448536269514722,126.0,132.3,1100.0,9565.6,1260.0,96,32
9,Part_0002,0.0,0.0,37.5,0.0,0.0,1.6448536269514722,299.0,152.921483121241,600.0,5217.6,2990.0,96,112
10,Part_0003,0.0,0.0,53.5,0.0,0.0,1.6448536269514722,299.0,152.921483121241,400.0,3478.4,2990.0,96,192
11,Part_0004,0.0,0.0,26.0,0.0,0.0,1.6448536269514722,173.0,76.69217691524996,1100.0,9565.6,1730.0,96,272
12,Part_0005,0.0,0.0,31.0,0.0,0.0,1.6448536269514722,229.0,148.86228535126014,1500.0,13044.0,2290.0,192,144
13,Trans_0001,0.0,0.0,2.0,0.0,0.0,1.6448536269514722,126.0,132.3,2400.0,20870.3,1260.0,288,32
14,Trans_0002,0.0,0.0,2.0,0.0,0.0,1.6448536269514722,126.0,132.3,1503.0,13070.0,1260.0,288,112
15,Trans_0003,0.0,0.0,2.0,0.0,0.0,1.6448536269514722,103.0,68.2399443141625,1502.0,13061.3,1030.0,288,192
16,Trans_0004,0.0,0.0,2.0,0.0,0.0,1.6448536269514722,173.0,76.69217691524996,2350.0,20435.5,1730.0,288,272
