,name,net_replenishment_time,max_guaranteed_LT,processing_time,replenishment_LT,guaranteed_LT,z,average_demand,sigma,h,b,capacity,x,y
0,Dist_0001,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,420.1,1102.82,9.24,110.3,4201.0,528,48
1,Dist_0002,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,545.52,487.26,9.219999999999999,110.1,5455.2,528,112
2,Dist_0003,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,435.79,598.25,9.589999999999998,114.5,4357.900000000001,528,176
3,Dist_0004,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,597.66,288.04,10.34,123.5,5976.599999999999,528,240
4,Dist_0005,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,457.19,692.08,8.77,104.7,4571.9,528,304
5,Dist_0006,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,420.5,739.98,10.98,131.1,4205.0,528,368
6,Dist_0007,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,439.6,1114.71,8.799999999999999,105.1,4396.0,528,432
7,Dist_0008,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,580.57,225.59,10.579999999999998,126.3,5805.700000000001,528,496
8,Dist_0009,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,1022.92,733.32,5.21,62.2,10229.199999999999,528,560
9,Dist_0010,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,415.3,463.53,7.450000000000001,89.0,4153.0,528,624
10,Dist_0011,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,446.75,768.38,10.910000000000002,130.3,4467.5,528,688
11,Dist_0012,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,443.76,769.27,11.37,135.8,4437.6,528,752
12,Dist_0013,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,424.31,278.07,12.209999999999999,145.8,4243.1,528,816
13,Dist_0014,0.0,0.0,6.0,0.0,0.0,1.8119106729525973,434.09,587.15,11.94,142.6,4340.9,528,880
14,Dist_0015,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,427.64,1430.89,7.02,83.8,4276.4,528,944
15,Dist_0016,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,433.93,780.54,8.290000000000001,99.0,4339.3,528,1008
16,Dist_0017,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,444.07,1415.42,9.16,109.4,4440.7,528,1072
17,Dist_0018,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,447.65,879.75,9.26,110.6,4476.5,528,1136
18,Dist_0019,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,417.71,1242.32,9.53,113.8,4177.099999999999,528,1200
19,Dist_0020,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,426.24,1128.96,8.690000000000001,103.8,4262.4,528,1264
20,Dist_0021,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,450.41,802.17,10.79,128.9,4504.1,528,1328
21,Dist_0022,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,436.46,897.91,11.88,141.9,4364.599999999999,528,1392
22,Dist_0023,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,413.27,1075.33,6.24,74.5,4132.7,528,1456
23,Dist_0024,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,410.29,848.19,6.42,76.7,4102.900000000001,528,1520
24,Dist_0025,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,431.97,1248.01,9.629999999999999,115.0,4319.700000000001,528,1584
25,Dist_0026,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,421.35,1146.92,10.67,127.4,4213.5,528,1648
26,Dist_0027,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,421.5,872.73,13.610000000000001,162.5,4215.0,528,1712
27,Dist_0028,0.0,0.0,4.0,0.0,0.0,1.8119106729525973,432.28,1456.05,13.22,157.9,4322.799999999999,528,1776
28,Manuf_0001,0.0,0.0,8.0,0.0,0.0,1.8119106729525973,1309.51,1211.3477101559238,7.75,92.5,13095.1,320,48
29,Manuf_0002,0.0,0.0,8.0,0.0,0.0,1.8119106729525973,1404.4499999999998,908.2392683098436,8.11,96.8,14044.499999999998,320,112
30,Manuf_0003,0.0,0.0,8.0,0.0,0.0,1.8119106729525973,1632.9099999999999,788.4980102067475,8.639999999999999,103.2,16329.099999999999,320,176
31,Manuf_0004,0.0,0.0,8.0,0.0,0.0,1.8119106729525973,1761.17,830.4249023843156,8.75,104.5,17611.7,320,240
32,Manuf_0005,0.0,0.0,8.0,0.0,0.0,1.8119106729525973,1099.69,1040.657453391845,7.17,85.6,10996.900000000001,320,304
