zip,name1,name2,name3,latitude,longitude
5062253,岐阜県,高山市,丹生川町池之俣,36.15246329,137.51239719
5062112,岐阜県,高山市,丹生川町板殿,36.18750946,137.39944824
5062254,岐阜県,高山市,丹生川町岩井谷,36.13653202,137.50161372
5062111,岐阜県,高山市,丹生川町瓜田,36.18489814,137.37225425
5062131,岐阜県,高山市,丹生川町大萱,36.19134589,137.34905434
5062116,岐阜県,高山市,丹生川町大谷,36.1631716,137.36911942
5062104,岐阜県,高山市,丹生川町大沼,36.20313993,137.32710674
5062103,岐阜県,高山市,丹生川町折敷地,36.21182021,137.40711975
5062106,岐阜県,高山市,丹生川町柏原,36.20887237,137.28590936
5062133,岐阜県,高山市,丹生川町北方,36.18166296,137.33050069
5062134,岐阜県,高山市,丹生川町桐山,36.18589579,137.30664333
5062252,岐阜県,高山市,丹生川町久手,36.17652746,137.50786417
5062115,岐阜県,高山市,丹生川町小野,36.16528791,137.39009887
5062117,岐阜県,高山市,丹生川町根方,36.18306646,137.38337099
5062105,岐阜県,高山市,丹生川町三之瀬,36.20697502,137.3057881
5062258,岐阜県,高山市,丹生川町塩屋,36.17155893,137.44125134
5062135,岐阜県,高山市,丹生川町下保,36.18634694,137.28490177
5062118,岐阜県,高山市,丹生川町白井,36.1764157,137.39616695
5062257,岐阜県,高山市,丹生川町曽手,36.18228285,137.44564861
5062255,岐阜県,高山市,丹生川町駄吉,36.15901003,137.43533942
5062124,岐阜県,高山市,丹生川町新張,36.17372758,137.27580272
5062251,岐阜県,高山市,丹生川町旗鉾,36.19401989,137.47313674
5062114,岐阜県,高山市,丹生川町日影,36.167426500000005,137.41602987
5062256,岐阜県,高山市,丹生川町日面,36.18513176,137.42766604
5062121,岐阜県,高山市,丹生川町坊方,36.1680016,137.33061985
5062132,岐阜県,高山市,丹生川町法力,36.18239894,137.35248907
5062125,岐阜県,高山市,丹生川町細越,36.17768752,137.29139389
5062123,岐阜県,高山市,丹生川町町方,36.16726105,137.30192102
5062101,岐阜県,高山市,丹生川町森部,36.2295086,137.31491272
5062122,岐阜県,高山市,丹生川町山口,36.16058343,137.33303898
5060012,岐阜県,高山市,八軒町,36.13857247,137.25689708
5060852,岐阜県,高山市,八幡町,36.14829049,137.25974773
5060008,岐阜県,高山市,初田町,36.14718329,137.25289813
5060009,岐阜県,高山市,花岡町,36.14715435,137.25127749
5060015,岐阜県,高山市,花川町,36.14195623,137.25610899
5060026,岐阜県,高山市,花里町,36.13620465,137.25201759
5060838,岐阜県,高山市,馬場町,36.14159831,137.26241649
5060805,岐阜県,高山市,東山町,36.14597485,137.26688208
5060803,岐阜県,高山市,日の出町,36.146791799999995,137.2736092
5060831,岐阜県,高山市,吹屋町,36.14262322,137.26401631
5060001,岐阜県,高山市,冬頭町,36.16325201,137.24045639
5060003,岐阜県,高山市,本母町,36.16278305,137.24920441
5060837,岐阜県,高山市,堀端町,36.14030158,137.2625445
5060011,岐阜県,高山市,本町,36.14300613,137.25774991
5060048,岐阜県,高山市,前原町,36.15537382,137.18353962
5060034,岐阜県,高山市,松倉町,36.11195264,137.21778302
5060802,岐阜県,高山市,松之木町,36.15195637,137.28241012
5060808,岐阜県,高山市,松本町,36.16368723,137.25419
5060056,岐阜県,高山市,緑ケ丘町,36.14054171,137.23301444
5060823,岐阜県,高山市,森下町,36.13189147,137.25944496
5060817,岐阜県,高山市,山口町,36.12656868,137.29728048
5060058,岐阜県,高山市,山田町,36.14134452,137.22454927
5060047,岐阜県,高山市,八日町,36.15005632,137.1703469
5060854,岐阜県,高山市,若達町,36.14560483,137.26368129
5070000,岐阜県,多治見市,以下に掲載がない場合,35.33279955,137.13207674
5070837,岐阜県,多治見市,青木町,35.333186,137.12739464
5070057,岐阜県,多治見市,赤坂町,35.33928678,137.09664237
5070071,岐阜県,多治見市,旭ケ丘,35.36757668,137.10674175
5070807,岐阜県,多治見市,生田町,35.33676432,137.14371894
5070048,岐阜県,多治見市,池田町,35.33138598,137.10564168
5070814,岐阜県,多治見市,市之倉町,35.30239569,137.12057584
5070027,岐阜県,多治見市,上野町,35.34103694,137.12569754
5070075,岐阜県,多治見市,大沢町,35.34264952,137.07068903
5070074,岐阜県,多治見市,大原町,35.34766464,137.08390342
5070062,岐阜県,多治見市,大針町,35.37134223,137.07443928
5070818,岐阜県,多治見市,大畑町,35.32008755,137.13467399
5070815,岐阜県,多治見市,大畑町赤松,35.31103594,137.13271109
5070817,岐阜県,多治見市,大畑町大洞,35.31425554,137.12449549
5070816,岐阜県,多治見市,大畑町西仲根,35.31178876,137.1268681
5070068,岐阜県,多治見市,大薮町,35.37814987,137.0624738
5070822,岐阜県,多治見市,奥川町,35.33044143,137.13057939
5070023,岐阜県,多治見市,小田町,35.33984043,137.13051905
5070037,岐阜県,多治見市,音羽町,35.33581917,137.11799545
5070004,岐阜県,多治見市,小名田町,35.36268803,137.13083968
5070005,岐阜県,多治見市,小名田町岩ケ根,35.36992118,137.13062845
5070001,岐阜県,多治見市,小名田町小滝,35.37742314,137.12091009
5070007,岐阜県,多治見市,小名田町西ケ洞,35.36749215,137.12074861
5070006,岐阜県,多治見市,小名田町西山,35.36170774,137.1287169
5070002,岐阜県,多治見市,小名田町別山,35.37258797,137.13557712
5070003,岐阜県,多治見市,小名田町東谷,35.36749369,137.14094758
5070846,岐阜県,多治見市,神楽町,35.3313864,137.13217337
5070901,岐阜県,多治見市,笠原町,35.29450171,137.15902856
5070016,岐阜県,多治見市,金岡町,35.34705288,137.11642717
5070832,岐阜県,多治見市,金山町,35.33281999,137.12859562
5070821,岐阜県,多治見市,窯町,35.3310614,137.13137628
5070806,岐阜県,多治見市,上町,35.33671497,137.13624279
5070022,岐阜県,多治見市,上山町,35.34044843,137.13562057
5070064,岐阜県,多治見市,北丘町,35.36439305,137.08100112
5070067,岐阜県,多治見市,北小木町,35.35162826,137.05938331
5070055,岐阜県,多治見市,喜多町,35.33779716,137.10202998
5070008,岐阜県,多治見市,希望ケ丘,35.37072071,137.11996549
5070825,岐阜県,多治見市,京町,35.32305786,137.12718623
5070073,岐阜県,多治見市,小泉町,35.34737211,137.09703224
5070014,岐阜県,多治見市,虎渓山町,35.35071312,137.13003774
5070026,岐阜県,多治見市,虎渓町,35.33683835,137.12630378
5070077,岐阜県,多治見市,幸町,35.35275758,137.09356946
5070804,岐阜県,多治見市,坂上町,35.33288161,137.13879041
5070035,岐阜県,多治見市,栄町,35.33245058,137.12304626
5070045,岐阜県,多治見市,三の倉町,35.31057734,137.08779503
5070812,岐阜県,多治見市,下沢町,35.32532591,137.15214309
5070039,岐阜県,多治見市,十九田町,35.34117375,137.12234583
5070076,岐阜県,多治見市,昭栄町,35.35437985,137.08148542
5070847,岐阜県,多治見市,小路町,35.33311396,137.13077537
5070836,岐阜県,多治見市,昭和町,35.33064894,137.12427212
5070805,岐阜県,多治見市,新富町,35.33691984,137.13435378
5070831,岐阜県,多治見市,新町,35.33367384,137.1294286
5070838,岐阜県,多治見市,末広町,35.33261689,137.12816068
5070015,岐阜県,多治見市,住吉町,35.34585513,137.12240151
5070044,岐阜県,多治見市,諏訪町,35.29953693,137.0915848
5070031,岐阜県,多治見市,精華町,35.33940398,137.12283788
5070024,岐阜県,多治見市,大正町,35.33698355,137.13061525
5070032,岐阜県,多治見市,大日町,35.33617555,137.12496975
5070041,岐阜県,多治見市,太平町,35.33535583,137.11142418
5070018,岐阜県,多治見市,高田町,35.35946751,137.1370401
5070011,岐阜県,多治見市,高田町岩曽根,35.37123955,137.14614814
5070012,岐阜県,多治見市,高田町白粉,35.36635706,137.14530723
5070078,岐阜県,多治見市,高根町,35.36105765,137.09407319
5070054,岐阜県,多治見市,宝町,35.34226308,137.10864535
5070813,岐阜県,多治見市,滝呂町,35.31108933,137.15013639
5070036,岐阜県,多治見市,田代町,35.33277564,137.11860755
5070043,岐阜県,多治見市,月見町,35.32353088,137.10403999
5070046,岐阜県,多治見市,廿原町,35.31751639,137.08259786
5070013,岐阜県,多治見市,東栄町,35.35287365,137.14634662
5070844,岐阜県,多治見市,陶元町,35.33101057,137.13665678
5070843,岐阜県,多治見市,常盤町,35.33355704,137.13342397
5070034,岐阜県,多治見市,豊岡町,35.33373977,137.12601786
5070842,岐阜県,多治見市,中町,35.33504106,137.13288098
5070017,岐阜県,多治見市,長瀬町,35.35567216,137.12003469
5070835,岐阜県,多治見市,錦町,35.32972214,137.12664599
5070051,岐阜県,多治見市,西坂町,35.35445266,137.10908784
5070066,岐阜県,多治見市,西山町,35.35761138,137.07134221
5070065,岐阜県,多治見市,根本町,35.35893064,137.08414411
5070038,岐阜県,多治見市,白山町,35.33889279,137.11949714
5070052,岐阜県,多治見市,光ケ丘,35.34690262,137.10913299
5070801,岐阜県,多治見市,東町,35.33478724,137.15183014
5070019,岐阜県,多治見市,東山,35.36126941,137.14235151
5070848,岐阜県,多治見市,日ノ出町,35.33296812,137.13178227
5070061,岐阜県,多治見市,姫町,35.39117978,137.06843795
5070058,岐阜県,多治見市,平井町,35.34345137,137.09631735
5070823,岐阜県,多治見市,平野町,35.32811962,137.13423512
5070833,岐阜県,多治見市,広小路,35.33190115,137.12779665
5070047,岐阜県,多治見市,富士見町,35.32671164,137.0845135
5070827,岐阜県,多治見市,平和町,35.32701204,137.11770791
5070028,岐阜県,多治見市,弁天町,35.34184708,137.12999603
5070811,岐阜県,多治見市,星ケ台,35.32485332,137.14163127
5070033,岐阜県,多治見市,本町,35.33494781,137.12945934
5070042,岐阜県,多治見市,前畑町,35.32921975,137.11476302
5070063,岐阜県,多治見市,松坂町,35.36780606,137.08741345
5070828,岐阜県,多治見市,三笠町,35.32854924,137.12600002
5070803,岐阜県,多治見市,美坂町,35.32993497,137.14358902
5070021,岐阜県,多治見市,緑ケ丘,35.34387523,137.13515773
5070025,岐阜県,多治見市,宮前町,35.33689343,137.12818359
5070056,岐阜県,多治見市,美山町,35.33663439,137.08040593
5070834,岐阜県,多治見市,御幸町,35.33085908,137.12805777
5070841,岐阜県,多治見市,明治町,35.33593983,137.13202604
5070072,岐阜県,多治見市,明和町,35.35627151,137.10405741
5070824,岐阜県,多治見市,元町,35.32736954,137.13033563
5070845,岐阜県,多治見市,山下町,35.33197832,137.13381207
5070802,岐阜県,多治見市,山吹町,35.34524316,137.14025914
5070053,岐阜県,多治見市,若松町,35.34232332,137.11494157
5070826,岐阜県,多治見市,脇之島町,35.31836078,137.11312456
5013200,岐阜県,関市,以下に掲載がない場合,35.49573752,136.91784228
5013851,岐阜県,関市,相生町,35.48236385,136.92063504
5013978,岐阜県,関市,赤渕,35.47939396,136.91464856
5013852,岐阜県,関市,上利町,35.48112207,136.92079312
5013853,岐阜県,関市,朝倉町,35.48111285,136.92011007
5013829,岐阜県,関市,旭ケ丘,35.48280988,136.92839414
5013808,岐阜県,関市,安桜台,35.49192758,136.91341526
5013807,岐阜県,関市,安桜山,35.48924804,136.91838315
5013845,岐阜県,関市,吾妻町,35.48427959,136.92153999
5013264,岐阜県,関市,池尻,35.50897656,136.88337111
5013247,岐阜県,関市,池田町,35.49618987,136.89908601
5013966,岐阜県,関市,居敷町,35.48160448,136.90844195
5013841,岐阜県,関市,伊勢町,35.48600943,136.92183609
5012901,岐阜県,関市,板取,35.72525971,136.76289713
5013822,岐阜県,関市,市平賀,35.48927974,136.94788268
5013979,岐阜県,関市,一本木町,35.481540700000004,136.91266168
5013932,岐阜県,関市,稲口,35.46414643,136.92126812
5013913,岐阜県,関市,稲河町,35.470160299999996,136.93275879
5013914,岐阜県,関市,鋳物師屋,35.47473808,136.93728432
5013855,岐阜県,関市,いろは町,35.48159195,136.9182322
5013951,岐阜県,関市,植野,35.49940337,136.85038985
5013974,岐阜県,関市,梅ケ枝町,35.47961185,136.91854217
5013804,岐阜県,関市,円保通,35.48891922,136.9285351
5013922,岐阜県,関市,大杉,35.45210285,136.9540769
5013801,岐阜県,関市,大坪,35.49549103,136.91292626
5013265,岐阜県,関市,小瀬,35.49500487,136.88618785
5013268,岐阜県,関市,小瀬長池町,35.49437004,136.89456241
5013266,岐阜県,関市,小瀬南,35.49206914,136.89083359
