,name,net_replenishment_time,max_guaranteed_LT,processing_time,replenishment_LT,guaranteed_LT,z,average_demand,sigma,h,b,capacity,x,y
0,Dist_0001,0.0,0.0,109.83,0.0,0.0,1.7506860712521692,1262.1499999999999,26.684544215706588,4.66,49.4,12621.499999999998,112,672
1,Dist_0002,0.0,0.0,67.17,0.0,0.0,1.7506860712521708,1572.04,18.07888270884017,10.85,115.1,15720.4,112,736
2,Dist_0003,0.0,0.0,58.0,0.0,0.0,1.7506860712521692,1314.56,24.958132942990748,5.99,63.5,13145.599999999999,112,800
3,Dist_0004,0.0,0.0,105.96,0.0,0.0,1.7506860712521692,1093.11,25.960260014106176,11.67,123.8,10931.099999999999,112,864
4,Dist_0005,0.0,0.0,49.0,0.0,0.0,1.7506860712521708,3514.52,28.978083097403115,4.59,48.7,35145.2,112,928
5,Manuf_0001,0.0,0.0,8.0,0.0,0.0,1.7506860712521692,385.47,20.05957626671112,22.830000000000002,242.1,3854.7000000000003,320,528
6,Manuf_0002,0.0,0.0,9.0,0.0,0.0,1.7506860712521692,159.0,2.207147480346522,82.47,874.5,1590.0,320,592
7,Manuf_0003,0.0,0.0,9.0,0.0,0.0,1.7506860712521692,350.75,17.663190538518233,22.15,234.9,3507.5,320,656
8,Manuf_0004,0.0,0.0,8.0,0.0,0.0,1.7506860712521692,94.04999999999998,8.595731498831267,44.68000000000001,473.8,940.4999999999998,320,720
9,Manuf_0005,0.0,0.0,6.0,0.0,0.0,1.7506860712521692,465.54999999999995,15.347690379988776,50.35000000000001,533.9,4655.5,320,784
10,Manuf_0006,0.0,0.0,6.0,0.0,0.0,1.7506860712521692,114.0,3.1984527509406795,30.4,322.4,1140.0,320,848
11,Manuf_0007,0.0,0.0,6.0,0.0,0.0,1.7506860712521692,345.09,19.019815982285426,28.729999999999997,304.7,3450.8999999999996,320,912
12,Manuf_0008,0.0,0.0,9.0,0.0,0.0,1.7506860712521692,162.60999999999999,17.010144032312013,22.77,241.5,1626.1,320,976
13,Manuf_0009,0.0,0.0,9.0,0.0,0.0,1.7506860712521692,742.3100000000001,15.487511097655428,19.060000000000002,202.1,7423.1,320,1040
14,Retail_0001,0.0,1.0,0.0,0.0,0.0,1.7506860712521692,317.08,0.49,4.66,49.4,3170.7999999999997,320,16
15,Retail_0002,0.0,0.0,5.67,0.0,0.0,1.7506860712521692,32.0,0.56,11.19,118.7,320.0,320,80
16,Retail_0003,0.0,0.0,2.88,0.0,0.0,1.7506860712521692,5.33,0.53,6.2,65.7,53.3,320,144
17,Retail_0004,0.0,0.0,4.32,0.0,0.0,1.7506860712521692,12.05,0.43,6.180000000000001,65.5,120.5,320,208
18,Retail_0005,0.0,0.0,3.8,0.0,0.0,1.7506860712521692,14.46,0.42,10.99,116.5,144.60000000000002,320,272
19,Retail_0006,0.0,0.0,2.9,0.0,0.0,1.7506860712521692,30.82,0.83,11.07,117.4,308.2,320,336
20,Retail_0007,0.0,1.0,0.0,0.0,0.0,1.7506860712521692,656.81,0.92,10.85,115.1,6568.099999999999,320,400
21,Retail_0008,0.0,0.0,4.76,0.0,0.0,1.7506860712521692,5.35,0.53,11.0,116.6,53.5,320,464
22,Retail_0009,0.0,0.0,4.38,0.0,0.0,1.7506860712521692,16.06,0.56,6.3,66.8,160.6,320,1104
23,Retail_0010,0.0,0.0,3.56,0.0,0.0,1.7506860712521692,25.97,0.49,6.21,65.9,259.7,320,1168
24,Retail_0011,0.0,5.0,0.0,0.0,0.0,1.7506860712521692,344.8,0.68,5.99,63.5,3448.0,320,1232
25,Retail_0012,0.0,0.0,3.36,0.0,0.0,1.7506860712521692,11.5,0.53,11.86,125.8,115.0,320,1296
26,Retail_0013,0.0,4.0,0.0,0.0,0.0,1.7506860712521692,145.87,1.29,11.67,123.8,1458.7,320,1360
27,Retail_0014,0.0,0.0,4.65,0.0,0.0,1.7506860712521692,10.74,0.5,11.91,126.3,107.4,320,1424
28,Retail_0015,0.0,0.0,3.39,0.0,0.0,1.7506860712521692,16.31,0.42,11.92,126.4,163.1,320,1488
29,Retail_0016,0.0,0.0,5.32,0.0,0.0,1.7506860712521692,4.0,0.61,11.8,125.1,40.0,320,1552
30,Retail_0017,0.0,0.0,2.57,0.0,0.0,1.7506860712521692,15.57,0.55,4.7299999999999995,50.2,155.7,320,1616
31,Retail_0018,0.0,0.0,3.77,0.0,0.0,1.7506860712521692,12.0,0.58,4.84,51.3,120.0,320,1680
32,Retail_0019,0.0,0.0,4.05,0.0,0.0,1.7506860712521692,46.99,0.43,4.82,51.1,469.90000000000003,320,1744
33,Retail_0020,0.0,5.0,0.0,0.0,0.0,1.7506860712521692,1942.44,0.17,4.59,48.7,19424.4,320,1808
34,Retail_0021,0.0,0.0,6.1,0.0,0.0,1.7506860712521692,33.0,0.48,4.84,51.3,330.0,320,1872
35,Retail_0022,0.0,4.0,0.0,0.0,0.0,1.7506860712521692,171.78,7.42,22.830000000000002,242.1,1717.8,528,144
36,Retail_0023,0.0,3.0,0.0,0.0,0.0,1.7506860712521692,26.0,1.31,82.47,874.5,260.0,528,464
37,Retail_0024,0.0,6.0,0.0,0.0,0.0,1.7506860712521692,125.64,10.3,22.15,234.9,1256.4,528,784
38,Retail_0025,0.0,4.0,0.0,0.0,0.0,1.7506860712521692,0.51,7.31,44.68000000000001,473.8,5.1,528,1104
