,name,net_replenishment_time,max_guaranteed_LT,processing_time,replenishment_LT,guaranteed_LT,z,average_demand,sigma,h,b,capacity,x,y
0,Dist_0001,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.19,2.4,263.32,447.6,11.899999999999999,704,1488
1,Dist_0002,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.24,1.96,237.73000000000002,404.1,12.4,704,4752
2,Dist_0003,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,2.07,2.92,192.40999999999997,327.1,20.7,704,6096
3,Dist_0004,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,0.78,1.95,241.22000000000003,410.0,7.800000000000001,704,6720
4,Dist_0005,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.37,2.67,280.05,476.0,13.700000000000001,704,9168
5,Dist_0006,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.45,5.65,242.98000000000002,413.0,14.5,704,9216
6,Dist_0007,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.67,6.36,230.95000000000002,392.6,16.7,704,9264
7,Dist_0008,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.26,4.74,163.39999999999998,277.7,12.6,704,9312
8,Dist_0009,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,2.64,6.96,206.24,350.6,26.400000000000002,704,9408
9,Dist_0010,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.25,4.61,176.51,300.0,12.5,704,9456
10,Dist_0011,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.0,31.11,215.46,366.2,10.0,704,20256
11,Dist_0012,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.73,0.1,287.28999999999996,488.3,17.3,704,21600
12,Dist_0013,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,4.22,3.51,132.41,225.1,42.199999999999996,704,21936
13,Dist_0014,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,5.57,3.74,157.22,267.2,55.7,704,21984
14,Dist_0015,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,2.84,1.69,142.04000000000002,241.4,28.4,704,22032
15,Dist_0016,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,7.03,7.07,140.16000000000003,238.2,70.3,704,22080
16,Dist_0017,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,2.67,5.16,210.53,357.9,26.7,704,22128
17,Dist_0018,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,2.36,1.39,233.02999999999997,396.1,23.599999999999998,704,22176
18,Dist_0019,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,2.22,1.14,220.85,375.4,22.200000000000003,704,22224
19,Dist_0020,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,2.45,2.48,220.56,374.9,24.5,704,22272
20,Dist_0021,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,3.63,3.0,289.86999999999995,492.7,36.3,704,22320
21,Dist_0022,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,2.59,3.23,326.28,554.6,25.9,704,22368
22,Dist_0023,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.54,2.37,273.43,464.8,15.4,704,22416
23,Dist_0024,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,2.71,3.36,289.4,491.9,27.1,704,22464
24,Dist_0025,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.68,2.14,196.04999999999998,333.2,16.8,704,22512
25,Dist_0026,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,2.77,2.76,201.09000000000003,341.8,27.7,704,22560
26,Dist_0027,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.1,3.11,176.96,300.8,11.0,704,22608
27,Dist_0028,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.69,1.69,186.01000000000002,316.2,16.9,704,22656
28,Dist_0029,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.4,1.8,279.17999999999995,474.5,14.0,704,22704
29,Dist_0030,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,3.13,2.68,301.39,512.3,31.299999999999997,704,22752
30,Dist_0031,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.08,1.77,277.71999999999997,472.1,10.8,704,22800
31,Dist_0032,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.92,1.85,268.02,455.6,19.2,704,22848
32,Dist_0033,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,2.9,8.84,275.1,467.6,29.0,704,22896
33,Dist_0034,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,0.68,4.59,282.41,480.0,6.800000000000001,704,22944
34,Dist_0035,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,10.76,12.21,344.72,586.0,107.6,704,22992
35,Dist_0036,0.0,5.0,1.0,0.0,0.0,0.38532046640756773,1.1,2.98,142.75,242.6,11.0,704,23712
36,Manuf_0001,0.0,0.0,2.36,0.0,0.0,2.184999423112417,22.06,6.748814710747363,296.93,7802.5,220.6,352,48
37,Manuf_0002,0.0,0.0,2.87,0.0,0.0,2.184999423112417,12.92,5.734544445725398,231.79999999999995,6091.0,129.2,352,96
38,Manuf_0003,0.0,0.0,2.71,0.0,0.0,2.184999423112417,11.219999999999999,5.760850631634185,262.1,6887.2,112.19999999999999,352,432
39,Manuf_0004,0.0,0.0,2.56,0.0,0.0,2.184999423112417,12.77,6.018380180746311,274.5,7213.1,127.69999999999999,352,864
40,Manuf_0005,0.0,0.0,3.19,0.0,0.0,1.6645628612027212,10.139999999999999,7.2141250335712925,263.32,2374.5,101.39999999999999,352,1296
41,Manuf_0006,0.0,0.0,2.2,0.0,0.0,2.184999423112417,18.919999999999998,7.839336706635326,316.65999999999997,8320.9,189.2,352,1776
42,Manuf_0007,0.0,0.0,2.57,0.0,0.0,2.184999423112417,10.06,5.924010465892173,275.15,7230.2,100.60000000000001,352,2208
43,Manuf_0008,0.0,0.0,2.68,0.0,0.0,2.3263478740408408,48.64,10.192825908451493,121.62,4441.6,486.4,352,2640
44,Manuf_0009,0.0,0.0,2.72,0.0,0.0,2.2163627792244034,15.959999999999999,6.0872818236056725,124.77000000000001,3521.8,159.6,352,3072
45,Manuf_0010,0.0,0.0,2.45,0.0,0.0,2.2163627792244034,28.18,7.051035384962978,142.04,4009.3,281.8,352,3504
46,Manuf_0011,0.0,0.0,2.52,0.0,0.0,2.2163627792244034,23.400000000000002,6.279386912748728,242.46999999999997,6844.0,234.00000000000003,352,3888
47,Manuf_0012,0.0,0.0,3.09,0.0,0.0,2.2163627792244034,18.85,7.241422512186401,238.4,6729.2,188.5,352,4128
48,Manuf_0013,0.0,0.0,2.59,0.0,0.0,1.7060433968889626,22.859999999999996,7.867839601822091,237.73000000000002,2316.1,228.59999999999997,352,4560
49,Manuf_0014,0.0,0.0,2.55,0.0,0.0,2.2163627792244034,18.26,5.439678299311458,164.50999999999996,4643.5,182.60000000000002,352,5040
50,Manuf_0015,0.0,0.0,3.17,0.0,0.0,2.2163627792244034,10.959999999999999,6.526867548832288,156.10999999999999,4406.4,109.6,352,5472
51,Manuf_0016,0.0,0.0,2.18,0.0,0.0,1.7060433968889626,33.27,7.5702311721637665,192.40999999999997,1874.6,332.70000000000005,352,5904
52,Manuf_0017,0.0,0.0,3.11,0.0,0.0,1.7060433968889626,11.45,6.371373478301205,241.22000000000003,2350.1,114.5,352,6528
53,Manuf_0018,0.0,0.0,2.24,0.0,0.0,2.3263478740408408,17.009999999999998,5.616769534171755,244.76,8938.7,170.09999999999997,352,7008
54,Manuf_0019,0.0,0.0,2.53,0.0,0.0,2.3263478740408408,8.58,6.627307145439993,226.0,8253.6,85.8,352,7440
55,Manuf_0020,0.0,0.0,3.03,0.0,0.0,2.3263478740408408,8.780000000000001,6.2882668518439955,338.58,12365.1,87.80000000000001,352,7872
56,Manuf_0021,0.0,0.0,2.25,0.0,0.0,2.3263478740408408,15.779999999999998,4.53715770058745,345.08000000000004,12602.5,157.79999999999998,352,8304
57,Manuf_0022,0.0,0.0,2.37,0.0,0.0,2.3263478740408408,8.070000000000002,6.847685740452755,354.17,12934.4,80.70000000000002,352,8736
58,Manuf_0023,0.0,0.0,2.29,0.0,0.0,0.38532046640756773,1.37,2.67,280.05,476.0,13.700000000000001,352,9168
59,Manuf_0024,0.0,0.0,2.77,0.0,0.0,0.38532046640756773,1.45,5.65,242.98000000000002,413.0,14.5,352,9216
60,Manuf_0025,0.0,0.0,3.22,0.0,0.0,0.38532046640756773,1.67,6.36,230.95000000000002,392.6,16.7,352,9264
61,Manuf_0026,0.0,0.0,2.24,0.0,0.0,0.38532046640756773,1.26,4.74,163.39999999999998,277.7,12.6,352,9312
62,Manuf_0027,0.0,0.0,3.2,0.0,0.0,0.5244005127080407,4.25,6.960869198598692,206.24,386.9,42.5,352,9360
63,Manuf_0028,0.0,0.0,2.92,0.0,0.0,0.38532046640756773,1.25,4.61,176.51,300.0,12.5,352,9456
64,Manuf_0029,0.0,0.0,2.56,0.0,0.0,2.2163627792244034,9.46,4.441058432400998,250.29,7064.8,94.60000000000001,352,9504
