,name,net_replenishment_time,max_guaranteed_LT,processing_time,replenishment_LT,guaranteed_LT,z,average_demand,sigma,h,b,capacity,x,y
0,Dist_0001,0.0,0.0,9.0,0.0,0.0,1.7506860712521692,760.23,3.01,2.71,28.7,7602.3,496,32
1,Dist_0002,0.0,0.0,2.0,0.0,0.0,1.7506860712521692,291.05,2.92,2.51,26.6,2910.5,496,96
2,Dist_0003,0.0,0.0,14.0,0.0,0.0,1.7506860712521692,196.78,2.5,2.81,29.8,1967.8,496,160
3,Dist_0004,0.0,0.0,9.0,0.0,0.0,1.7506860712521692,126.53,3.09,2.83,30.0,1265.3,496,224
4,Dist_0005,0.0,0.0,2.0,0.0,0.0,1.7506860712521692,40.12,2.81,2.63,27.9,401.2,496,288
5,Dist_0006,0.0,0.0,14.0,0.0,0.0,1.7506860712521692,191.48,2.57,2.93,31.1,1914.8,496,352
6,Dist_0007,0.0,0.0,9.0,0.0,0.0,1.7506860712521692,1708.98,3.15,3.5999999999999996,38.2,17089.8,496,416
7,Dist_0008,0.0,0.0,2.0,0.0,0.0,1.7506860712521692,857.28,2.83,3.3999999999999995,36.1,8572.8,496,480
8,Dist_0009,0.0,0.0,14.0,0.0,0.0,1.7506860712521692,156.35,2.63,3.6999999999999997,39.2,1563.5,496,544
9,Dist_0010,0.0,0.0,9.0,0.0,0.0,1.7506860712521692,1600.58,3.14,3.6799999999999997,39.0,16005.8,496,608
10,Dist_0011,0.0,0.0,2.0,0.0,0.0,1.7506860712521692,1001.53,2.91,3.4799999999999995,36.9,10015.3,496,688
11,Dist_0012,0.0,0.0,14.0,0.0,0.0,1.7506860712521692,881.83,2.5,3.78,40.1,8818.300000000001,496,768
12,Manuf_0001,0.0,0.0,53.0,0.0,0.0,1.7506860712521692,7454.61,8.559351610957455,0.25,2.7,74546.09999999999,80,96
13,Manuf_0002,0.0,0.0,60.0,0.0,0.0,1.7506860712521692,1606.19,6.91994219629037,0.85,9.0,16061.900000000001,80,192
14,Manuf_0003,0.0,0.0,53.0,0.0,0.0,1.7506860712521692,358.13,4.9039881729058035,0.15,1.6,3581.3,80,288
15,Manuf_0004,0.0,0.0,53.0,0.0,0.0,1.7506860712521692,2722.61,4.984806917022965,0.83,8.8,27226.100000000002,80,480
16,Manuf_0005,0.0,0.0,60.0,0.0,0.0,1.7506860712521692,6206.549999999999,7.030362721794658,0.91,9.7,62065.49999999999,80,576
17,Manuf_0006,0.0,0.0,53.0,0.0,0.0,1.7506860712521692,3483.9399999999996,4.957590140380707,0.86,9.1,34839.399999999994,80,688
18,Manuf_0007,0.0,0.0,20.0,0.0,0.0,1.7506860712521692,1248.06,4.8822638191724135,2.46,26.1,12480.599999999999,352,96
19,Manuf_0008,0.0,0.0,20.0,0.0,0.0,1.7506860712521692,358.13,4.9039881729058035,2.58,27.4,3581.3,352,288
20,Manuf_0009,0.0,0.0,18.0,0.0,0.0,1.7506860712521692,2722.61,4.984806917022965,3.3499999999999996,35.5,27226.100000000002,352,480
21,Manuf_0010,0.0,0.0,18.0,0.0,0.0,1.7506860712521692,3483.9399999999996,4.957590140380707,3.4299999999999997,36.4,34839.399999999994,352,688
22,Trans_0001,0.0,0.0,2.0,0.0,0.0,1.7506860712521692,7454.61,8.559351610957455,0.35,3.7,74546.09999999999,208,96
23,Trans_0002,0.0,0.0,2.0,0.0,0.0,1.7506860712521692,1606.19,6.91994219629037,0.9,9.5,16061.900000000001,208,192
24,Trans_0003,0.0,0.0,2.0,0.0,0.0,1.7506860712521692,358.13,4.9039881729058035,0.25,2.7,3581.3,208,288
25,Trans_0004,0.0,0.0,2.0,0.0,0.0,1.7506860712521692,2722.61,4.984806917022965,0.9299999999999999,9.9,27226.100000000002,208,480
26,Trans_0005,0.0,0.0,2.0,0.0,0.0,1.7506860712521692,6206.549999999999,7.030362721794658,0.9600000000000001,10.2,62065.49999999999,208,576
27,Trans_0006,0.0,0.0,2.0,0.0,0.0,1.7506860712521692,3483.9399999999996,4.957590140380707,0.96,10.2,34839.399999999994,208,688
