zip,name1,name2,name3,latitude,longitude
3701611,群馬県,多野郡上野村,新羽,36.08023472,138.80091943
3701612,群馬県,多野郡上野村,野栗沢,36.04914917,138.79826769
3701600,群馬県,多野郡神流町,以下に掲載がない場合,36.08314278,138.7773753
3701511,群馬県,多野郡神流町,相原,36.10159855,138.88002242
3701512,群馬県,多野郡神流町,青梨,36.09401257,138.88038261
3701502,群馬県,多野郡神流町,麻生,36.11071357,138.94259395
3701604,群馬県,多野郡神流町,尾附,36.09593984,138.80299504
3701602,群馬県,多野郡神流町,神ケ原,36.08051532,138.83635666
3701501,群馬県,多野郡神流町,柏木,36.12733548,138.94346621
3701506,群馬県,多野郡神流町,黒田,36.11800957,138.89664415
3701513,群馬県,多野郡神流町,小平,36.10100276,138.89953134
3701514,群馬県,多野郡神流町,塩沢,36.1338831,138.87666063
3701503,群馬県,多野郡神流町,生利,36.12016819,138.93028109
3701515,群馬県,多野郡神流町,船子,36.11815202,138.86368756
3701603,群馬県,多野郡神流町,平原,36.11975016,138.80492182
3701504,群馬県,多野郡神流町,万場,36.13141514,138.91283795
3701505,群馬県,多野郡神流町,森戸,36.10402752,138.90961125
3701601,群馬県,多野郡神流町,魚尾,36.0988613,138.85173744
3702600,群馬県,甘楽郡下仁田町,以下に掲載がない場合,36.21238921,138.78909383
3702611,群馬県,甘楽郡下仁田町,青倉,36.17287734,138.78764863
3702613,群馬県,甘楽郡下仁田町,大桑原,36.19813362,138.76726043
3702614,群馬県,甘楽郡下仁田町,風口,36.20775723,138.76019543
3702621,群馬県,甘楽郡下仁田町,上小坂,36.27197463,138.74477274
3702606,群馬県,甘楽郡下仁田町,川井,36.21007313,138.77590514
3702605,群馬県,甘楽郡下仁田町,栗山,36.17527823,138.80511361
3702623,群馬県,甘楽郡下仁田町,下小坂,36.22860838,138.77423162
3702616,群馬県,甘楽郡下仁田町,下郷,36.20211168,138.74218819
3702601,群馬県,甘楽郡下仁田町,下仁田,36.21859346,138.78560388
3702622,群馬県,甘楽郡下仁田町,中小坂,36.24181473,138.75131566
3702627,群馬県,甘楽郡下仁田町,西野牧,36.27351793,138.66950893
3702602,群馬県,甘楽郡下仁田町,白山,36.21905545,138.79623502
3702624,群馬県,甘楽郡下仁田町,東野牧,36.23090588,138.72121649
3702612,群馬県,甘楽郡下仁田町,平原,36.15156354,138.79147543
3702603,群馬県,甘楽郡下仁田町,馬山,36.2108806,138.81795604
3702626,群馬県,甘楽郡下仁田町,南野牧,36.22720671,138.65992098
3702615,群馬県,甘楽郡下仁田町,宮室,36.19426705,138.7576253
3702625,群馬県,甘楽郡下仁田町,本宿,36.24859489999999,138.71862406
3702604,群馬県,甘楽郡下仁田町,吉崎,36.19981768,138.80189624
3702800,群馬県,甘楽郡南牧村,以下に掲載がない場合,36.15854752,138.71140597
3702804,群馬県,甘楽郡南牧村,磐戸,36.16194264,138.74070538
3702801,群馬県,甘楽郡南牧村,大塩沢,36.194193799999994,138.71031557
3702812,群馬県,甘楽郡南牧村,大仁田,36.13455911,138.68253767
3702806,群馬県,甘楽郡南牧村,大日向,36.15966262,138.71192227
3702802,群馬県,甘楽郡南牧村,小沢,36.17889585,138.75108771
3702815,群馬県,甘楽郡南牧村,熊倉,36.15544369,138.60560718
3702803,群馬県,甘楽郡南牧村,千原,36.17271845,138.73750705
3702813,群馬県,甘楽郡南牧村,砥沢,36.14669635,138.66104061
3702814,群馬県,甘楽郡南牧村,羽沢,36.15764406,138.63889602
3702805,群馬県,甘楽郡南牧村,檜沢,36.13932699,138.74465414
3702816,群馬県,甘楽郡南牧村,星尾,36.18355223,138.64709003
3702811,群馬県,甘楽郡南牧村,六車,36.17261577,138.68799433
3702200,群馬県,甘楽郡甘楽町,以下に掲載がない場合,36.24295318,138.92168221
3702204,群馬県,甘楽郡甘楽町,秋畑,36.18620613,138.86861922
3702217,群馬県,甘楽郡甘楽町,天引,36.22429031,138.94659582
3702201,群馬県,甘楽郡甘楽町,上野,36.23664741,138.92723131
3702211,群馬県,甘楽郡甘楽町,小川,36.24882303,138.9337631
3702202,群馬県,甘楽郡甘楽町,小幡,36.2263904,138.91809528
3702216,群馬県,甘楽郡甘楽町,金井,36.25422579,138.94975157
3702205,群馬県,甘楽郡甘楽町,国峰,36.221595,138.89344131
3702213,群馬県,甘楽郡甘楽町,白倉,36.22726167,138.93574779
3702206,群馬県,甘楽郡甘楽町,善慶寺,36.23567917,138.91027375
3702215,群馬県,甘楽郡甘楽町,造石,36.26029399,138.94727271
3702203,群馬県,甘楽郡甘楽町,轟,36.21115536,138.91011283
3702214,群馬県,甘楽郡甘楽町,庭谷,36.26411151,138.94174991
3702212,群馬県,甘楽郡甘楽町,福島,36.25269752,138.93001943
3770400,群馬県,吾妻郡中之条町,以下に掲載がない場合,36.58989181,138.84098608
3770422,群馬県,吾妻郡中之条町,青山,36.58005378,138.8766065
3771311,群馬県,吾妻郡中之条町,赤岩,36.58134872,138.65433891
3770417,群馬県,吾妻郡中之条町,赤坂,36.62517411,138.87117027
3770416,群馬県,吾妻郡中之条町,蟻川,36.6279784,138.85486672
3770423,群馬県,吾妻郡中之条町,伊勢町,36.58883212,138.85717384
3770421,群馬県,吾妻郡中之条町,市城,36.57332602,138.89077122
3771701,群馬県,吾妻郡中之条町,入山,36.67879754,138.62964562
3770431,群馬県,吾妻郡中之条町,岩本,36.64249571,138.83754186
3771703,群馬県,吾妻郡中之条町,太子,36.59062278,138.61043104
3770413,群馬県,吾妻郡中之条町,大塚,36.61971911,138.89304027
