,child,parent,units,allocation
0,Manuf_0001,Trans_0001,1,1.0
1,Manuf_0002,Trans_0002,1,1.0
2,Manuf_0003,Trans_0003,1,1.0
3,Manuf_0004,Trans_0004,1,1.0
4,Manuf_0005,Manuf_0007,1,1.0
5,Manuf_0006,Manuf_0008,1,1.0
6,Manuf_0007,Manuf_0009,1,1.0
7,Manuf_0008,Manuf_0010,1,1.0
8,Manuf_0009,Manuf_0011,1,0.3333333333333333
9,Manuf_0009,Manuf_0014,1,0.3333333333333333
10,Manuf_0009,Manuf_0015,1,0.3333333333333333
11,Manuf_0010,Manuf_0023,1,0.3333333333333333
12,Manuf_0010,Manuf_0025,1,0.3333333333333333
13,Manuf_0010,Manuf_0026,1,0.3333333333333333
14,Manuf_0011,Manuf_0049,1,0.125
15,Manuf_0011,Manuf_0050,1,0.125
16,Manuf_0011,Manuf_0051,1,0.125
17,Manuf_0011,Manuf_0053,1,0.125
18,Manuf_0011,Manuf_0060,1,0.125
19,Manuf_0011,Manuf_0080,1,0.125
20,Manuf_0011,Manuf_0082,1,0.125
21,Manuf_0011,Manuf_0083,1,0.125
22,Manuf_0012,Manuf_0049,1,0.3333333333333333
23,Manuf_0012,Manuf_0052,1,0.3333333333333333
24,Manuf_0012,Manuf_0054,1,0.3333333333333333
25,Manuf_0013,Manuf_0051,1,0.5
26,Manuf_0013,Manuf_0053,1,0.5
27,Manuf_0014,Manuf_0054,1,0.3333333333333333
28,Manuf_0014,Manuf_0055,1,0.3333333333333333
29,Manuf_0014,Manuf_0061,1,0.3333333333333333
30,Manuf_0015,Manuf_0052,1,0.1111111111111111
31,Manuf_0015,Manuf_0056,1,0.1111111111111111
32,Manuf_0015,Manuf_0057,1,0.1111111111111111
33,Manuf_0015,Manuf_0058,1,0.1111111111111111
34,Manuf_0015,Manuf_0059,1,0.1111111111111111
35,Manuf_0015,Manuf_0062,1,0.1111111111111111
36,Manuf_0015,Manuf_0063,1,0.1111111111111111
37,Manuf_0015,Manuf_0081,1,0.1111111111111111
38,Manuf_0015,Manuf_0091,1,0.1111111111111111
39,Manuf_0016,Manuf_0055,1,1.0
40,Manuf_0017,Manuf_0056,1,1.0
41,Manuf_0018,Manuf_0057,1,1.0
42,Manuf_0019,Manuf_0058,1,1.0
43,Manuf_0020,Manuf_0059,1,1.0
44,Manuf_0021,Manuf_0060,1,0.3333333333333333
45,Manuf_0021,Manuf_0061,1,0.3333333333333333
46,Manuf_0021,Manuf_0062,1,0.3333333333333333
47,Manuf_0022,Manuf_0063,1,1.0
48,Manuf_0023,Manuf_0064,1,0.2
49,Manuf_0023,Manuf_0069,1,0.2
50,Manuf_0023,Manuf_0074,1,0.2
51,Manuf_0023,Manuf_0077,1,0.2
52,Manuf_0023,Manuf_0078,1,0.2
53,Manuf_0024,Manuf_0064,1,0.3333333333333333
54,Manuf_0024,Manuf_0065,1,0.3333333333333333
55,Manuf_0024,Manuf_0066,1,0.3333333333333333
56,Manuf_0025,Manuf_0065,1,0.1111111111111111
57,Manuf_0025,Manuf_0070,1,0.1111111111111111
58,Manuf_0025,Manuf_0075,1,0.1111111111111111
59,Manuf_0025,Manuf_0079,1,0.1111111111111111
60,Manuf_0025,Manuf_0084,1,0.1111111111111111
61,Manuf_0025,Manuf_0088,1,0.1111111111111111
62,Manuf_0025,Manuf_0089,1,0.1111111111111111
63,Manuf_0025,Manuf_0090,1,0.1111111111111111
64,Manuf_0025,Manuf_0093,1,0.1111111111111111
65,Manuf_0026,Manuf_0066,1,0.09090909090909091
66,Manuf_0026,Manuf_0067,1,0.09090909090909091
67,Manuf_0026,Manuf_0068,1,0.09090909090909091
68,Manuf_0026,Manuf_0071,1,0.09090909090909091
69,Manuf_0026,Manuf_0072,1,0.09090909090909091
70,Manuf_0026,Manuf_0073,1,0.09090909090909091
71,Manuf_0026,Manuf_0076,1,0.09090909090909091
72,Manuf_0026,Manuf_0085,1,0.09090909090909091
73,Manuf_0026,Manuf_0086,1,0.09090909090909091
74,Manuf_0026,Manuf_0087,1,0.09090909090909091
75,Manuf_0026,Manuf_0092,1,0.09090909090909091
76,Manuf_0027,Manuf_0069,1,1.0
77,Manuf_0028,Manuf_0070,1,0.5
78,Manuf_0028,Manuf_0089,1,0.5
79,Manuf_0029,Manuf_0067,1,0.3333333333333333
80,Manuf_0029,Manuf_0068,1,0.3333333333333333
81,Manuf_0029,Manuf_0071,1,0.3333333333333333
82,Manuf_0030,Manuf_0072,1,1.0
83,Manuf_0031,Manuf_0073,1,1.0
84,Manuf_0032,Manuf_0074,1,0.3333333333333333
85,Manuf_0032,Manuf_0075,1,0.3333333333333333
86,Manuf_0032,Manuf_0076,1,0.3333333333333333
87,Manuf_0033,Manuf_0077,1,1.0
88,Manuf_0034,Manuf_0078,1,1.0
89,Manuf_0035,Manuf_0079,1,1.0
90,Manuf_0036,Manuf_0080,1,1.0
91,Manuf_0037,Manuf_0081,1,1.0
92,Manuf_0038,Manuf_0082,1,1.0
93,Manuf_0039,Manuf_0083,1,1.0
94,Manuf_0040,Manuf_0084,1,1.0
95,Manuf_0041,Manuf_0085,1,1.0
96,Manuf_0042,Manuf_0086,1,1.0
97,Manuf_0043,Manuf_0087,1,1.0
98,Manuf_0044,Manuf_0088,1,1.0
99,Manuf_0045,Manuf_0090,1,1.0
100,Manuf_0046,Manuf_0091,1,1.0
101,Manuf_0047,Manuf_0092,1,1.0
102,Manuf_0048,Manuf_0093,1,1.0
103,Manuf_0049,Retail_0016,1,0.5
104,Manuf_0049,Retail_0017,1,0.5
105,Manuf_0051,Retail_0018,1,1.0
106,Manuf_0053,Retail_0019,1,0.5
107,Manuf_0053,Retail_0020,1,0.5
108,Manuf_0055,Retail_0021,1,0.5
109,Manuf_0055,Retail_0022,1,0.5
110,Manuf_0056,Retail_0023,1,1.0
111,Manuf_0057,Retail_0024,1,1.0
112,Manuf_0058,Retail_0025,1,0.5
113,Manuf_0058,Retail_0026,1,0.5
114,Manuf_0059,Retail_0027,1,0.5
115,Manuf_0059,Retail_0028,1,0.5
116,Manuf_0060,Retail_0029,1,0.5
117,Manuf_0060,Retail_0030,1,0.5
118,Manuf_0061,Retail_0031,1,0.5
119,Manuf_0061,Retail_0032,1,0.5
120,Manuf_0062,Retail_0033,1,0.5
121,Manuf_0062,Retail_0034,1,0.5
122,Manuf_0063,Retail_0035,1,0.5
123,Manuf_0063,Retail_0036,1,0.5
124,Manuf_0064,Retail_0037,1,0.5
125,Manuf_0064,Retail_0038,1,0.5
126,Manuf_0065,Retail_0039,1,0.5
127,Manuf_0065,Retail_0040,1,0.5
128,Manuf_0066,Retail_0041,1,0.5
129,Manuf_0066,Retail_0042,1,0.5
130,Manuf_0069,Retail_0043,1,0.5
131,Manuf_0069,Retail_0044,1,0.5
132,Manuf_0070,Retail_0045,1,0.5
133,Manuf_0070,Retail_0046,1,0.5
134,Manuf_0071,Retail_0047,1,0.5
135,Manuf_0071,Retail_0048,1,0.5
136,Manuf_0072,Retail_0049,1,0.5
137,Manuf_0072,Retail_0050,1,0.5
138,Manuf_0073,Retail_0051,1,0.5
139,Manuf_0073,Retail_0052,1,0.5
140,Manuf_0074,Retail_0053,1,0.5
141,Manuf_0074,Retail_0054,1,0.5
142,Manuf_0075,Retail_0055,1,0.5
143,Manuf_0075,Retail_0056,1,0.5
144,Manuf_0076,Retail_0057,1,0.5
145,Manuf_0076,Retail_0058,1,0.5
146,Manuf_0077,Retail_0059,1,0.5
147,Manuf_0077,Retail_0060,1,0.5
148,Manuf_0078,Retail_0061,1,0.5
149,Manuf_0078,Retail_0062,1,0.5
150,Manuf_0079,Retail_0063,1,0.5
151,Manuf_0079,Retail_0064,1,0.5
152,Manuf_0080,Retail_0065,1,1.0
153,Manuf_0081,Retail_0066,1,1.0
154,Manuf_0082,Retail_0067,1,0.3333333333333333
155,Manuf_0082,Retail_0068,1,0.3333333333333333
156,Manuf_0082,Retail_0069,1,0.3333333333333333
157,Manuf_0083,Retail_0070,1,0.3333333333333333
158,Manuf_0083,Retail_0071,1,0.3333333333333333
159,Manuf_0083,Retail_0072,1,0.3333333333333333
160,Manuf_0084,Retail_0073,1,1.0
161,Manuf_0085,Retail_0074,1,1.0
162,Manuf_0086,Retail_0075,1,1.0
163,Manuf_0087,Retail_0076,1,1.0
164,Manuf_0088,Retail_0077,1,0.3333333333333333
165,Manuf_0088,Retail_0078,1,0.3333333333333333
166,Manuf_0088,Retail_0079,1,0.3333333333333333
167,Manuf_0089,Retail_0080,1,1.0
168,Manuf_0090,Retail_0081,1,0.5
169,Manuf_0090,Retail_0082,1,0.5
170,Part_0001,Manuf_0001,1,0.5
171,Part_0001,Manuf_0003,1,0.5
172,Part_0002,Manuf_0002,1,0.5
173,Part_0002,Manuf_0004,1,0.5
174,Part_0003,Manuf_0005,1,0.5
175,Part_0003,Manuf_0006,1,0.5
176,Part_0004,Manuf_0011,1,0.16666666666666666
177,Part_0004,Manuf_0014,1,0.16666666666666666
178,Part_0004,Manuf_0015,1,0.16666666666666666
179,Part_0004,Manuf_0023,1,0.16666666666666666
180,Part_0004,Manuf_0025,1,0.16666666666666666
181,Part_0004,Manuf_0026,1,0.16666666666666666
182,Part_0005,Manuf_0011,1,0.3333333333333333
183,Part_0005,Manuf_0014,1,0.3333333333333333
184,Part_0005,Manuf_0015,1,0.3333333333333333
185,Part_0006,Manuf_0011,1,0.3333333333333333
186,Part_0006,Manuf_0014,1,0.3333333333333333
187,Part_0006,Manuf_0015,1,0.3333333333333333
188,Part_0007,Manuf_0011,1,0.3333333333333333
189,Part_0007,Manuf_0014,1,0.3333333333333333
190,Part_0007,Manuf_0015,1,0.3333333333333333
191,Part_0008,Manuf_0011,1,0.3333333333333333
