,child,parent,units,allocation
0,Manuf_0001,Trans_0001,1,1.0
1,Manuf_0002,Trans_0002,1,0.2
2,Manuf_0002,Trans_0003,1,0.2
3,Manuf_0002,Trans_0004,1,0.2
4,Manuf_0002,Trans_0005,1,0.2
5,Manuf_0002,Trans_0006,1,0.2
6,Manuf_0003,Trans_0007,1,0.14285714285714285
7,Manuf_0003,Trans_0008,1,0.14285714285714285
8,Manuf_0003,Trans_0009,1,0.14285714285714285
9,Manuf_0003,Trans_0010,1,0.14285714285714285
10,Manuf_0003,Trans_0011,1,0.14285714285714285
11,Manuf_0003,Trans_0012,1,0.14285714285714285
12,Manuf_0003,Trans_0013,1,0.14285714285714285
13,Manuf_0004,Trans_0014,1,0.25
14,Manuf_0004,Trans_0015,1,0.25
15,Manuf_0004,Trans_0016,1,0.25
16,Manuf_0004,Trans_0017,1,0.25
17,Manuf_0005,Trans_0018,1,0.5
18,Manuf_0005,Trans_0021,1,0.5
19,Manuf_0006,Trans_0019,1,0.2
20,Manuf_0006,Trans_0020,1,0.2
21,Manuf_0006,Trans_0022,1,0.2
22,Manuf_0006,Trans_0023,1,0.2
23,Manuf_0006,Trans_0024,1,0.2
24,Manuf_0007,Trans_0025,1,0.5
25,Manuf_0007,Trans_0028,1,0.5
26,Manuf_0008,Trans_0026,1,0.2
27,Manuf_0008,Trans_0027,1,0.2
28,Manuf_0008,Trans_0029,1,0.2
29,Manuf_0008,Trans_0030,1,0.2
30,Manuf_0008,Trans_0031,1,0.2
31,Manuf_0009,Trans_0032,1,0.25
32,Manuf_0009,Trans_0033,1,0.25
33,Manuf_0009,Trans_0034,1,0.25
34,Manuf_0009,Trans_0035,1,0.25
35,Manuf_0010,Trans_0036,1,0.25
36,Manuf_0010,Trans_0037,1,0.25
37,Manuf_0010,Trans_0038,1,0.25
38,Manuf_0010,Trans_0039,1,0.25
39,Manuf_0011,Trans_0040,1,0.5
40,Manuf_0011,Trans_0041,1,0.5
41,Manuf_0012,Trans_0042,1,0.5
