,name,net_replenishment_time,max_guaranteed_LT,processing_time,replenishment_LT,guaranteed_LT,z,average_demand,sigma,h,b,capacity,x,y
0,Manuf_0001,0.0,0.0,28.0,0.0,0.0,1.6448536269514722,2.03,1.6,153597.0,1335674.8,20.299999999999997,416,80
1,Manuf_0002,0.0,0.0,34.0,0.0,0.0,1.6448536269514722,1.99,0.86,150471.0,1308491.2,19.9,416,208
2,Manuf_0003,0.0,0.0,34.0,0.0,0.0,1.6448536269514722,0.9,1.0,129977.0,1130276.0,9.0,416,320
3,Manuf_0004,0.0,0.0,35.0,0.0,0.0,1.6448536269514722,1.34,1.09,152713.0,1327987.6,13.4,416,448
4,Manuf_0005,0.0,0.0,34.0,0.0,0.0,1.6448536269514722,0.74,0.81,154138.0,1340379.3,7.4,416,576
5,Manuf_0006,0.0,0.0,35.0,0.0,0.0,1.6448536269514722,1.07,0.67,152683.0,1327726.7,10.700000000000001,416,704
6,Part_0001,0.0,0.0,7.0,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,1091.0,9487.3,80.7,80,16
7,Part_0002,0.0,0.0,10.35,0.0,0.0,1.6448536269514722,4.02,1.8164801127455263,5147.0,44758.2,40.199999999999996,80,80
8,Part_0003,0.0,0.0,10.19,0.0,0.0,1.6448536269514722,2.24,1.4792227688891217,4696.0,40836.3,22.400000000000002,80,144
9,Part_0004,0.0,0.0,9.31,0.0,0.0,1.6448536269514722,1.81,1.051189802081432,4281.0,37227.4,18.1,80,208
10,Part_0005,0.0,0.0,25.0,0.0,0.0,1.644853626951471,3.67,2.0533143938520473,8045.0,69959.1,36.7,80,272
11,Part_0006,0.0,0.0,8.54,0.0,0.0,1.644853626951471,4.4,1.541622521890492,8799.0,76515.8,44.0,80,336
12,Part_0007,0.0,0.0,10.0,0.0,0.0,1.6448536269514722,7.17,2.3648890037378076,24192.0,210372.9,71.7,80,400
13,Part_0008,0.0,0.0,33.0,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,10070.0,87568.4,80.7,80,464
14,Part_0009,0.0,0.0,6.0,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,11179.0,97212.2,80.7,80,528
15,Part_0010,0.0,0.0,9.0,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,11028.0,95899.1,80.7,80,592
16,Part_0011,0.0,0.0,7.0,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,11269.0,97994.9,80.7,80,656
17,Part_0012,0.0,0.0,4.0,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,11988.0,104247.3,80.7,80,720
18,Part_0013,0.0,0.0,7.0,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,37499.0,326090.2,80.7,80,784
19,Retail_0001,0.0,10.0,6.0,0.0,0.0,1.6448536269514722,2.03,1.6,154446.0,1343057.7,20.299999999999997,560,80
20,Retail_0002,0.0,10.0,4.0,0.0,0.0,1.6448536269514722,1.99,0.86,151197.0,1314804.5,19.9,560,208
21,Retail_0003,0.0,10.0,6.0,0.0,0.0,1.6448536269514722,0.9,1.0,130930.0,1138563.3,9.0,560,320
22,Retail_0004,0.0,10.0,5.0,0.0,0.0,1.6448536269514722,1.34,1.09,153736.0,1336883.5,13.4,560,448
23,Retail_0005,0.0,10.0,5.0,0.0,0.0,1.6448536269514722,0.74,0.81,154978.0,1347683.9,7.4,560,576
24,Retail_0006,0.0,10.0,7.0,0.0,0.0,1.6448536269514722,1.07,0.67,153413.0,1334074.7,10.700000000000001,560,704
25,Trans_0001,0.0,0.0,12.0,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,1189.0,10339.5,80.7,240,16
26,Trans_0002,0.0,0.0,8.0,0.0,0.0,1.6448536269514722,4.02,1.8164801127455263,5271.0,45836.5,40.199999999999996,240,80
27,Trans_0003,0.0,0.0,7.0,0.0,0.0,1.6448536269514722,2.24,1.4792227688891217,4838.0,42071.1,22.400000000000002,240,144
28,Trans_0004,0.0,0.0,7.0,0.0,0.0,1.6448536269514722,1.81,1.051189802081432,4426.0,38488.4,18.1,240,208
29,Trans_0005,0.0,0.0,9.0,0.0,0.0,1.644853626951471,3.67,2.0533143938520473,8183.0,71159.1,36.7,240,272
30,Trans_0006,0.0,0.0,9.0,0.0,0.0,1.644853626951471,4.4,1.541622521890492,8917.0,77542.0,44.0,240,336
31,Trans_0007,0.0,0.0,8.0,0.0,0.0,1.6448536269514722,7.17,2.3648890037378076,24513.0,213164.3,71.7,240,400
32,Trans_0008,0.0,0.0,6.66,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,10318.0,89725.0,80.7,240,464
33,Trans_0009,0.0,0.0,8.9,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,11269.0,97994.9,80.7,240,528
34,Trans_0010,0.0,0.0,34.0,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,11523.0,100203.7,80.7,240,592
35,Trans_0011,0.0,0.0,7.74,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,11304.0,98299.2,80.7,240,656
36,Trans_0012,0.0,0.0,8.71,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,12125.0,105438.6,80.7,240,720
37,Trans_0013,0.0,0.0,7.32,0.0,0.0,1.6448536269514733,8.07,2.5676253620806913,37647.0,327377.2,80.7,240,784
