,from_node,to_node,time
0,0,0,0
1,0,1,195
2,0,2,2200
3,0,3,682
4,0,4,1876
5,0,5,2873
6,0,6,1829
7,0,7,3167
8,0,8,2790
9,0,9,1245
10,0,10,1438
11,0,11,466
12,0,12,2744
13,0,13,523
14,0,14,1840
15,0,15,1465
16,1,0,194
17,1,1,0
18,1,2,2176
19,1,3,590
20,1,4,1885
21,1,5,2998
22,1,6,1736
23,1,7,3144
24,1,8,2748
25,1,9,1222
26,1,10,1562
27,1,11,375
28,1,12,2651
29,1,13,499
30,1,14,1964
31,1,15,1590
32,2,0,2171
33,2,1,2157
34,2,2,0
35,2,3,1778
36,2,4,1066
37,2,5,3859
38,2,6,2895
39,2,7,2522
40,2,8,3869
41,2,9,1048
42,2,10,2423
43,2,11,2239
44,2,12,3810
45,2,13,1656
46,2,14,2871
47,2,15,2777
48,3,0,677
49,3,1,594
50,3,2,1795
51,3,3,0
52,3,4,1585
53,3,5,3219
54,3,6,1495
55,3,7,2698
56,3,8,2511
57,3,9,776
58,3,10,1784
59,3,11,601
60,3,12,2452
61,3,13,407
62,3,14,2186
63,3,15,1811
64,4,0,1870
65,4,1,1886
66,4,2,1071
67,4,3,1574
68,4,4,0
69,4,5,3451
70,4,6,2469
71,4,7,3294
72,4,8,3443
73,4,9,1211
74,4,10,2015
75,4,11,1967
76,4,12,3384
77,4,13,1498
78,4,14,2463
79,4,15,2369
80,5,0,2864
81,5,1,2983
82,5,2,3868
83,5,3,3209
84,5,4,3430
85,5,5,0
86,5,6,4174
87,5,7,5360
88,5,8,5148
89,5,9,3273
90,5,10,1806
91,5,11,3044
92,5,12,5089
93,5,13,2937
94,5,14,1664
95,5,15,1788
96,6,0,1830
97,6,1,1747
98,6,2,2946
99,6,3,1460
100,6,4,2547
101,6,5,4250
102,6,6,0
103,6,7,3733
104,6,8,2117
105,6,9,1949
106,6,10,2815
107,6,11,1445
108,6,12,1638
109,6,13,1614
110,6,14,3271
111,6,15,2900
112,7,0,3173
113,7,1,3159
114,7,2,2573
115,7,3,2720
116,7,4,3334
117,7,5,5399
118,7,6,3782
119,7,7,0
120,7,8,4835
121,7,9,2207
122,7,10,3964
123,7,11,3241
124,7,12,4776
125,7,13,2770
126,7,14,4466
127,7,15,4204
128,8,0,2735
129,8,1,2695
130,8,2,3855
131,8,3,2440
132,8,4,3456
133,8,5,5159
134,8,6,2122
135,8,7,4780
136,8,8,0
137,8,9,2858
138,8,10,3724
139,8,11,2426
140,8,12,1398
141,8,13,2524
142,8,14,4165
143,8,15,3794
144,9,0,1235
145,9,1,1221
146,9,2,1070
147,9,3,781
148,9,4,1213
149,9,5,3288
150,9,6,1922
151,9,7,2175
152,9,8,2896
153,9,9,0
154,9,10,1853
155,9,11,1303
156,9,12,2838
157,9,13,730
158,9,14,2355
159,9,15,2206
160,10,0,1497
161,10,1,1616
162,10,2,2502
163,10,3,1842
164,10,4,2063
165,10,5,1813
166,10,6,2807
167,10,7,3993
168,10,8,3781
169,10,9,1906
170,10,10,0
171,10,11,1677
172,10,12,3722
173,10,13,1570
174,10,14,502
175,10,15,734
176,11,0,463
177,11,1,382
178,11,2,2257
179,11,3,599
180,11,4,1966
181,11,5,3049
182,11,6,1445
183,11,7,3219
184,11,8,2478
185,11,9,1297
186,11,10,1614
187,11,11,0
188,11,12,2360
189,11,13,580
190,11,14,2016
191,11,15,1645
192,12,0,2743
193,12,1,2660
194,12,2,3859
195,12,3,2444
196,12,4,3460
197,12,5,5163
198,12,6,1654
199,12,7,4756
200,12,8,1402
201,12,9,2862
202,12,10,3728
203,12,11,2358
204,12,12,0
205,12,13,2527
206,12,14,4184
207,12,15,3813
208,13,0,515
209,13,1,501
210,13,2,1676
211,13,3,409
212,13,4,1503
213,13,5,2945
214,13,6,1596
215,13,7,2743
216,13,8,2570
217,13,9,728
218,13,10,1509
219,13,11,583
220,13,12,2511
221,13,13,0
222,13,14,1911
223,13,15,1536
224,14,0,1845
225,14,1,1964
226,14,2,2894
227,14,3,2190
228,14,4,2456
229,14,5,1667
230,14,6,3274
231,14,7,4479
232,14,8,4221
233,14,9,2392
234,14,10,502
235,14,11,2025
236,14,12,4189
237,14,13,1918
238,14,14,0
239,14,15,1101
240,15,0,1463
241,15,1,1582
242,15,2,2784
243,15,3,1808
244,15,4,2345
245,15,5,1843
246,15,6,2909
247,15,7,4180
248,15,8,3856
249,15,9,2188
250,15,10,787
251,15,11,1660
252,15,12,3824
253,15,13,1536
254,15,14,1098
255,15,15,0
