,from_node,to_node,time
0,0,0,0
1,0,1,2463
2,0,2,1975
3,0,3,1501
4,0,4,1381
5,0,5,2179
6,0,6,1404
7,0,7,1959
8,0,8,1385
9,0,9,950
10,0,10,1087
11,0,11,2292
12,0,12,1958
13,0,13,1114
14,0,14,2229
15,0,15,419
16,0,16,2206
17,0,17,2095
18,0,18,2566
19,0,19,1509
20,0,20,1112
21,0,21,1851
22,0,22,2269
23,0,23,2082
24,0,24,860
25,0,25,1613
26,0,26,1244
27,0,27,1450
28,0,28,1883
29,0,29,1827
30,0,30,1771
31,1,0,2418
32,1,1,0
33,1,2,2212
34,1,3,3144
35,1,4,2032
36,1,5,2492
37,1,6,1998
38,1,7,3343
39,1,8,3039
40,1,9,3115
41,1,10,2264
42,1,11,2260
43,1,12,2195
44,1,13,2759
45,1,14,2595
46,1,15,2214
47,1,16,3530
48,1,17,2060
49,1,18,2103
50,1,19,3155
51,1,20,2021
52,1,21,3455
53,1,22,3046
54,1,23,3322
55,1,24,2774
56,1,25,923
57,1,26,1813
58,1,27,3352
59,1,28,2738
60,1,29,2649
61,1,30,1641
62,2,0,1959
63,2,1,2203
64,2,2,0
65,2,3,2829
66,2,4,1875
67,2,5,2643
68,2,6,731
69,2,7,3028
70,2,8,2724
71,2,9,2524
72,2,10,1959
73,2,11,2410
74,2,12,243
75,2,13,1537
76,2,14,2723
77,2,15,1755
78,2,16,3373
79,2,17,2211
80,2,18,2254
81,2,19,2172
82,2,20,1716
83,2,21,3140
84,2,22,2889
85,2,23,3007
86,2,24,2014
87,2,25,1380
88,2,26,1739
89,2,27,2893
90,2,28,1130
91,2,29,2492
92,2,30,1856
93,3,0,1371
94,3,1,3216
95,3,2,2855
96,3,3,0
97,3,4,1896
98,3,5,2188
99,3,6,2513
100,3,7,807
101,3,8,341
102,3,9,1103
103,3,10,1233
104,3,11,2824
105,3,12,2838
106,3,13,2302
107,3,14,2760
108,3,15,1113
109,3,16,1082
110,3,17,2627
111,3,18,2995
112,3,19,2286
113,3,20,1743
114,3,21,439
115,3,22,1808
116,3,23,1019
117,3,24,2048
118,3,25,2287
119,3,26,1795
120,3,27,1012
121,3,28,3071
122,3,29,1637
123,3,30,2110
124,4,0,1386
125,4,1,2043
126,4,2,1885
127,4,3,1911
128,4,4,0
129,4,5,798
130,4,6,1543
131,4,7,2095
132,4,8,1802
133,4,9,2026
134,4,10,842
135,4,11,1099
136,4,12,1868
137,4,13,1847
138,4,14,1036
139,4,15,1115
140,4,16,1683
141,4,17,903
142,4,18,1373
143,4,19,2242
144,4,20,849
145,4,21,2222
146,4,22,1199
147,4,23,2064
148,4,24,1862
149,4,25,1114
150,4,26,249
151,4,27,2253
152,4,28,2302
153,4,29,802
154,4,30,848
155,5,0,2159
156,5,1,2498
157,5,2,2682
158,5,3,2200
159,5,4,801
160,5,5,0
161,5,6,2246
162,5,7,2302
163,5,8,2169
164,5,9,2585
165,5,10,1269
166,5,11,1175
167,5,12,2665
168,5,13,2645
169,5,14,732
170,5,15,1902
171,5,16,1822
172,5,17,1284
173,5,18,1635
174,5,19,3040
175,5,20,1646
176,5,21,2511
177,5,22,751
178,5,23,2124
179,5,24,2659
180,5,25,1569
181,5,26,1027
182,5,27,2746
183,5,28,2968
184,5,29,853
185,5,30,1410
186,6,0,1408
187,6,1,1983
188,6,2,726
189,6,3,2480
190,6,4,1526
191,6,5,2248
192,6,6,0
193,6,7,2680
194,6,8,2376
195,6,9,1881
196,6,10,1610
197,6,11,2256
198,6,12,709
199,6,13,1000
200,6,14,2351
201,6,15,1406
202,6,16,3025
203,6,17,2057
204,6,18,2100
205,6,19,1528
206,6,20,1368
207,6,21,2791
208,6,22,2541
209,6,23,2659
210,6,24,1371
211,6,25,1160
212,6,26,1390
213,6,27,2445
214,6,28,976
215,6,29,2143
216,6,30,1461
217,7,0,1824
218,7,1,3379
219,7,2,3065
220,7,3,809
221,7,4,1995
222,7,5,2287
223,7,6,2723
224,7,7,0
225,7,8,917
226,7,9,1738
227,7,10,1439
228,7,11,2923
229,7,12,3048
230,7,13,2755
231,7,14,2859
232,7,15,1566
233,7,16,624
234,7,17,2726
235,7,18,3158
236,7,19,2921
237,7,20,1906
238,7,21,734
239,7,22,1852
240,7,23,527
241,7,24,2500
242,7,25,2450
243,7,26,1958
244,7,27,1509
245,7,28,3482
246,7,29,1736
247,7,30,2273
248,8,0,1255
249,8,1,3124
250,8,2,2739
251,8,3,341
252,8,4,1840
253,8,5,2272
254,8,6,2366
255,8,7,919
256,8,8,0
257,8,9,900
258,8,10,1116
259,8,11,2751
260,8,12,2721
261,8,13,2075
262,8,14,2688
263,8,15,997
264,8,16,1166
265,8,17,2555
266,8,18,2903
267,8,19,2084
268,8,20,1651
269,8,21,751
270,8,22,1892
271,8,23,1200
272,8,24,1821
273,8,25,2195
274,8,26,1703
275,8,27,887
276,8,28,2844
277,8,29,1722
278,8,30,2018
279,9,0,950
280,9,1,3122
281,9,2,2521
282,9,3,1103
283,9,4,2020
284,9,5,2728
285,9,6,1876
286,9,7,1735
287,9,8,893
288,9,9,0
289,9,10,1525
290,9,11,2932
291,9,12,2504
292,9,13,1539
293,9,14,2869
294,9,15,927
295,9,16,1995
296,9,17,2735
297,9,18,3206
298,9,19,1346
299,9,20,1752
300,9,21,1169
301,9,22,2527
302,9,23,1829
303,9,24,1396
304,9,25,2241
305,9,26,1884
306,9,27,768
307,9,28,2354
308,9,29,2265
309,9,30,2411
310,10,0,1056
311,10,1,2251
312,10,2,1948
313,10,3,1182
314,10,4,825
315,10,5,1277
316,10,6,1606
317,10,7,1470
318,10,8,1066
319,10,9,1483
320,10,10,0
321,10,11,1736
322,10,12,1930
323,10,13,1910
324,10,14,1673
325,10,15,800
326,10,16,1727
327,10,17,1540
328,10,18,2010
329,10,19,2305
330,10,20,622
331,10,21,1581
332,10,22,1263
333,10,23,1448
334,10,24,1733
335,10,25,1323
336,10,26,687
337,10,27,1643
338,10,28,2365
339,10,29,823
340,10,30,1205
341,11,0,2298
342,11,1,2254
343,11,2,2410
344,11,3,2823
345,11,4,1105
346,11,5,1262
347,11,6,2252
348,11,7,3023
349,11,8,2713
350,11,9,2938
351,11,10,1754
