,from_node,to_node,time
0,0,0,0
1,0,1,2463
2,0,2,1975
3,0,3,1501
4,0,4,1381
5,0,5,2179
6,0,6,1389
7,0,7,1959
8,0,8,1385
9,0,9,950
10,0,10,1087
11,0,11,2292
12,0,12,1958
13,0,13,1114
14,0,14,2229
15,0,15,419
16,0,16,2206
17,0,17,2095
18,0,18,2566
19,0,19,1509
20,0,20,1112
21,1,0,2418
22,1,1,0
23,1,2,2210
24,1,3,3136
25,1,4,2024
26,1,5,2490
27,1,6,1997
28,1,7,3335
29,1,8,3031
30,1,9,3113
31,1,10,2256
32,1,11,2256
33,1,12,2193
34,1,13,2759
35,1,14,2593
36,1,15,2214
37,1,16,3522
38,1,17,2056
39,1,18,2099
40,1,19,3155
41,1,20,2013
42,2,0,1959
43,2,1,2201
44,2,2,0
45,2,3,2829
46,2,4,1875
47,2,5,2643
48,2,6,727
49,2,7,3029
50,2,8,2724
51,2,9,2504
52,2,10,1959
53,2,11,2400
54,2,12,243
55,2,13,1537
56,2,14,2723
57,2,15,1755
58,2,16,3373
59,2,17,2201
60,2,18,2244
61,2,19,2159
62,2,20,1716
63,3,0,1371
64,3,1,3210
65,3,2,2855
66,3,3,0
67,3,4,1896
68,3,5,2188
69,3,6,2512
70,3,7,807
71,3,8,341
72,3,9,1103
73,3,10,1233
74,3,11,2823
75,3,12,2838
76,3,13,2302
77,3,14,2760
78,3,15,1113
79,3,16,1082
80,3,17,2627
81,3,18,2995
82,3,19,2286
83,3,20,1743
84,4,0,1386
85,4,1,2035
86,4,2,1885
87,4,3,1911
88,4,4,0
89,4,5,798
90,4,6,1542
91,4,7,2095
92,4,8,1802
93,4,9,2026
94,4,10,842
95,4,11,1099
96,4,12,1867
97,4,13,1847
98,4,14,1036
99,4,15,1115
100,4,16,1683
101,4,17,903
102,4,18,1373
103,4,19,2242
104,4,20,849
105,5,0,2159
106,5,1,2494
107,5,2,2682
108,5,3,2200
109,5,4,801
110,5,5,0
111,5,6,2246
112,5,7,2302
113,5,8,2169
114,5,9,2585
115,5,10,1269
116,5,11,1175
117,5,12,2665
118,5,13,2644
119,5,14,732
120,5,15,1902
121,5,16,1822
122,5,17,1284
123,5,18,1635
124,5,19,3040
125,5,20,1646
126,6,0,1392
127,6,1,1982
128,6,2,722
129,6,3,2479
130,6,4,1526
131,6,5,2248
132,6,6,0
133,6,7,2679
134,6,8,2375
135,6,9,1865
136,6,10,1610
137,6,11,2242
138,6,12,705
139,6,13,992
140,6,14,2351
141,6,15,1406
142,6,16,3024
143,6,17,2042
144,6,18,2085
145,6,19,1520
146,6,20,1367
147,7,0,1824
148,7,1,3373
149,7,2,3065
150,7,3,809
151,7,4,1995
152,7,5,2287
153,7,6,2722
154,7,7,0
155,7,8,917
156,7,9,1738
157,7,10,1439
158,7,11,2922
159,7,12,3048
160,7,13,2755
161,7,14,2859
162,7,15,1566
163,7,16,624
164,7,17,2726
165,7,18,3158
166,7,19,2921
167,7,20,1906
168,8,0,1255
169,8,1,3118
170,8,2,2739
171,8,3,341
172,8,4,1840
173,8,5,2272
174,8,6,2350
175,8,7,919
176,8,8,0
177,8,9,900
178,8,10,1116
179,8,11,2751
180,8,12,2721
181,8,13,2075
182,8,14,2688
183,8,15,997
184,8,16,1166
185,8,17,2555
186,8,18,2903
187,8,19,2084
188,8,20,1651
189,9,0,950
190,9,1,3119
191,9,2,2501
192,9,3,1103
193,9,4,2020
194,9,5,2728
195,9,6,1861
196,9,7,1735
197,9,8,893
198,9,9,0
199,9,10,1525
200,9,11,2932
201,9,12,2484
202,9,13,1539
203,9,14,2869
204,9,15,927
205,9,16,1995
206,9,17,2735
207,9,18,3206
208,9,19,1346
209,9,20,1752
210,10,0,1056
211,10,1,2245
212,10,2,1948
213,10,3,1182
214,10,4,825
215,10,5,1277
216,10,6,1605
217,10,7,1470
218,10,8,1066
219,10,9,1483
220,10,10,0
221,10,11,1736
222,10,12,1930
223,10,13,1910
224,10,14,1673
225,10,15,800
226,10,16,1727
227,10,17,1539
228,10,18,2010
229,10,19,2305
230,10,20,622
231,11,0,2298
232,11,1,2250
233,11,2,2400
234,11,3,2823
235,11,4,1105
236,11,5,1262
237,11,6,2237
238,11,7,3023
239,11,8,2713
240,11,9,2938
241,11,10,1754
242,11,11,0
243,11,12,2382
244,11,13,2759
245,11,14,961
246,11,15,2027
247,11,16,2616
248,11,17,445
249,11,18,799
250,11,19,3154
251,11,20,1760
252,12,0,1939
253,12,1,2181
254,12,2,243
255,12,3,2809
256,12,4,1856
257,12,5,2623
258,12,6,707
259,12,7,3009
260,12,8,2705
261,12,9,2485
262,12,10,1940
263,12,11,2380
264,12,12,0
265,12,13,1611
266,12,14,2704
267,12,15,1736
268,12,16,3354
269,12,17,2181
270,12,18,2224
271,12,19,2140
272,12,20,1697
273,13,0,1124
274,13,1,2770
275,13,2,1532
276,13,3,2383
277,13,4,1837
278,13,5,2635
279,13,6,992
280,13,7,2912
281,13,8,2107
282,13,9,1543
283,13,10,1921
284,13,11,2748
285,13,12,1616
286,13,13,0
287,13,14,2685
288,13,15,1375
289,13,16,3159
290,13,17,2552
291,13,18,2996
292,13,19,775
293,13,20,1678
294,14,0,2230
295,14,1,2558
296,14,2,2729
297,14,3,2755
298,14,4,1037
299,14,5,785
300,14,6,2310
301,14,7,2955
302,14,8,2646
303,14,9,2871
304,14,10,1686
305,14,11,956
306,14,12,2712
307,14,13,2691
308,14,14,0
309,14,15,1959
310,14,16,2538
311,14,17,958
312,14,18,1416
313,14,19,3087
314,14,20,1693
315,15,0,338
316,15,1,2259
317,15,2,1771
318,15,3,1121
319,15,4,1107
320,15,5,1905
321,15,6,1428
322,15,7,1578
323,15,8,1005
324,15,9,925
325,15,10,688
326,15,11,2019
327,15,12,1754
328,15,13,1269
329,15,14,1955
330,15,15,0
331,15,16,1825
332,15,17,1822
333,15,18,2293
334,15,19,1664
335,15,20,838
336,16,0,2076
337,16,1,3532
338,16,2,3382
339,16,3,1082
340,16,4,1681
341,16,5,1831
342,16,6,3039
343,16,7,624
344,16,8,1169
345,16,9,1999
346,16,10,1633
347,16,11,2609
348,16,12,3365
349,16,13,3007
350,16,14,2485
351,16,15,1818
